name,price,core_count,boost_clock,tdp,smt
Intel Xeon E3-1220 V6,398.95,4,3.5,72,FALSE
Intel Core i5-3550S,,4,3.7,65,FALSE
Intel Core i7-870S,,4,,82,TRUE
Intel Celeron G4920,,2,,65,FALSE
Intel Xeon E-2236,446.95,6,4.8,80,TRUE
Intel Xeon E-2274G,,4,4.9,83,TRUE
Intel Celeron G5905T,,2,,35,FALSE
Intel Xeon E-2174G,535.27,4,4.7,71,TRUE
AMD Opteron 6320,249.01,8,3.3,115,FALSE
Intel Xeon E3-1225 V6,395,4,3.7,73,FALSE
AMD Athlon II X2 215,,2,,65,FALSE
AMD Athlon II X3 425,,3,,95,FALSE
AMD Athlon II X3 440,,3,,95,FALSE
AMD Athlon II X4 620,,4,,95,FALSE
AMD Athlon II X4 635,,4,,95,FALSE
AMD Phenom II X4 910,,4,,95,FALSE
AMD Athlon II X4 600e,,4,,45,FALSE
AMD Phenom II X3 705e,,3,,65,FALSE
AMD Phenom II X4 910e,,4,,65,FALSE
Intel Celeron E1500,,2,,65,FALSE
Intel Pentium E2160,,2,,65,FALSE
Intel Core 2 Duo E6400,,2,,65,FALSE
Intel Core 2 Duo E6420,,2,,65,FALSE
Intel Core 2 Duo E6700,189.95,2,,65,FALSE
Intel Core 2 Duo E7600,,2,,65,FALSE
Intel Core 2 Duo E8200,,2,,65,FALSE
Intel Core i7-940,,4,,130,TRUE
Intel Core i7-965 Extreme Edition,,4,,130,TRUE
Intel Core 2 Quad Q8200S,,4,,65,FALSE
Intel Core 2 Quad Q9505,,4,,95,FALSE
Intel Core 2 Extreme QX6700,,4,,100,FALSE
Intel Core 2 Extreme QX6850,,4,,130,FALSE
AMD Phenom II X3 715 Black,,3,,95,FALSE
AMD Phenom II X2 545,,2,,80,FALSE
AMD Phenom II X2 560 Black,,2,,80,FALSE
AMD Phenom II X2 565 Black,,2,,80,FALSE
AMD Phenom II X3 720 Black,,3,,95,FALSE
Intel Pentium G840,,2,,65,FALSE
Intel Pentium G620T,,2,,35,FALSE
Intel Pentium G850,,2,,65,FALSE
AMD FX-6100,,6,,95,FALSE
AMD Phenom II X4 970,,4,,125,FALSE
Intel Celeron G555,,2,,65,FALSE
Intel Xeon E5-2603 V2,,4,,80,FALSE
AMD A6-6420K,,2,4.2,65,FALSE
AMD Sempron X2 198,,2,,65,FALSE
AMD Sempron X2 190,,2,,45,FALSE
AMD A10-6800B,,4,4.4,100,FALSE
AMD A4-3300,,2,,65,FALSE
AMD A4-4020,,2,3.4,65,FALSE
AMD A6-7400K,,2,3.9,65,FALSE
AMD FX-4320,,4,4.2,95,FALSE
AMD FX-6130,,6,3.9,125,FALSE
AMD E2-3200,,2,,65,FALSE
Intel Xeon E5-2630,,6,,95,TRUE
AMD Athlon X4 550,,4,,25,FALSE
AMD Pro A6-7400B,,2,3.9,65,FALSE
AMD Pro A4-7300B,,2,4,65,FALSE
AMD Athlon X2 450,,2,3.9,65,FALSE
AMD Phenom II X4 B99,,4,,95,FALSE
AMD A10-7870K,,4,4.1,95,FALSE
Intel Pentium G4520,,2,,51,FALSE
Intel Pentium G4500,,2,,51,FALSE
Intel Pentium G4500T,,2,,35,FALSE
AMD Opteron 6344,,12,3.2,115,FALSE
AMD Athlon X4 845,,4,3.8,65,FALSE
Intel Celeron G3930T,,2,,35,FALSE
Intel Core i5-7600T,,4,3.7,35,FALSE
Intel Core i5-7640X,,4,4.2,112,FALSE
Intel Xeon E3-1275 V6,,4,4.2,73,TRUE
AMD A6-9550,,2,4,65,FALSE
Intel Xeon E-2144G,,4,4.5,71,TRUE
Intel Xeon E-2136,933,6,4.5,80,TRUE
Intel Xeon E-2126G,843,6,4.5,80,FALSE
Intel Xeon E-2134,,4,4.5,71,TRUE
Intel Xeon E-2124,,4,4.3,71,FALSE
Intel Pentium G3420,,2,,54,FALSE
AMD Athlon II X3 435,,3,,95,FALSE
AMD Phenom II X3 710,,3,,95,FALSE
AMD Phenom II X3 720,,3,,95,FALSE
AMD Phenom II X4 805,,4,,95,FALSE
AMD Athlon II X2 240e,,2,,45,FALSE
AMD Athlon II X2 245e,,2,,45,FALSE
AMD Athlon II X3 400e,,3,,45,FALSE
AMD Athlon II X3 415e,,3,,45,FALSE
AMD Athlon II X4 605e,,4,,45,FALSE
AMD Phenom II X4 905e,,4,,65,FALSE
Intel Celeron E3200,,2,,65,FALSE
Intel Celeron E3300,,2,,65,FALSE
Intel Core 2 Duo E6540,,2,,65,FALSE
Intel Core 2 Duo E7200,,2,,65,FALSE
Intel Core 2 Duo E7300,,2,,65,FALSE
Intel Core 2 Duo E8190,,2,,65,FALSE
Intel Core i7-860S,,4,,82,TRUE
Intel Core 2 Quad Q8400S,,4,,65,FALSE
Intel Core 2 Quad Q9505S,,4,,65,FALSE
Intel Core 2 Extreme QX6800,,4,,100,FALSE
Intel Core 2 Extreme QX9650,,4,,130,FALSE
AMD Athlon II X2 265,,2,,65,FALSE
Intel Pentium E6700,,2,,65,FALSE
AMD Athlon II X4 631,,4,,100,FALSE
Intel Celeron G1630,,2,,55,FALSE
Intel Xeon E5-2640 V2,,8,2.5,95,TRUE
AMD 5350,,4,,25,FALSE
AMD A10-6790B,,4,,100,FALSE
AMD FX-4150,,4,4.1,125,FALSE
AMD FX-8140,,8,4.1,95,FALSE
AMD Athlon II X2 221,,2,,65,FALSE
AMD Athlon X2 350,,2,3.9,65,FALSE
Intel Xeon E5-2603 V3,,6,,85,FALSE
Intel Xeon E5-2622 V3,,8,,85,TRUE
Intel Xeon E5-2609,,4,,80,FALSE
Intel Xeon E5-2620,139.94,6,,95,TRUE
Intel Xeon E-2124G,,4,4.5,71,FALSE
