name,Price,rpm,noise_level,color,size
Thermaltake TOUGHLIQUID ARGB,123.93,"[500,2000]",,Black,280
Cooler Master MasterLiquid ML120L RGB,,"[650,2000]","[6,30]",,120
Jonsbo HX4170D,105,"[600,3300]",,White,
GAMDIAS BOREAS M1,39.98,"[800,2600]","[10,32]",Black / Silver,
Thermaltake TOUGHAIR 510,56.99,"[500,1200]",,Green,
Deepcool CASTLE 280EX,,"[400,1600]",,Black,280
Cooler Master Hyper T4,,,"[15.1,31.6]",,
NZXT Kraken X41,,"[800,2000]","[20,37]",,140
Deepcool CAPTAIN 240EX WHITE,,"[500,1800]","[17.6,31.3]",,240
Thermaltake Floe Riing RGB 360 TT Premium Edition,182.47,"[500,1400]","[19.8,24.7]",,360
Cooler Master Hyper T200,,"[800,2200]",,,
Deepcool AG620 ARGB,,"[300,1850]",,Black / Silver,
Intel BXRTS2011AC,49.99,"[1000,3000]",,,
Thermalright Ultra120EX REV.4,45.9,,,Black,
ARCTIC Freezer 50 (w/Controller),69.98,"[200,1800]",,Black,
Phanteks GLACIER ONE 240D30,247.5,"[250,2000]",,White,240
GAMDIAS CHIONE P3-360U,179.99,"[800,2000]","[10,31]",Black,360
Silverstone PF360-ARGB,131.99,"[600,2200]","[7.4,35.6]",Black,360
Cooler Master MasterAir G100M RGB,,"[600,2400]",,Black / Multicolor,
Evercool LGAL1156A-B715,49.99,"[1000,5500]",,,
Jonsbo CR-1400 EVO Color Black,31.99,"[800,2200]","[22.3,33.8]",Black,
Deepcool GAMMAXX GT V2,49.99,"[500,1650]",,Black / Silver,
Corsair H50,,,,,120
Deepcool GAMMAXX 400 EX,,"[500,1500]",,Black,
ARCTIC Alpine Passive,,,,Black,
Thermaltake TH280 V2 Ultra ARGB Sync,159.99,"[500,2000]",,Black,280
ARCTIC Freezer 34,,"[200,1800]",,Black / Silver,
Cooler Master MasterAir MA610P ARGB,,"[650,1800]","[8,27]",,
ARCTIC Freezer 13,,"[600,2000]",,,
Noctua NH-D14 SE2011,,"[900,1300]","[12.6,19.8]",,
Cooler Master Hyper 212X Dual Fan,,,"[9,36]",,
Silverstone Hydrogon D120 ARGB,111.65,,"[0,30.5]",Black / Silver,
EVGA CLCx 280,209.99,,,Black,280
Deepcool GAMMAXX 300 R,,"[900,1600]","[17.8,21]",,
Asus ROG RYUO 120 RGB,239,"[800,2500]",,Black,120
Cooler Master MASTERLIQUID PL240 FLUX,169.99,,,White,240
Cooler Master MasterLiquid ML240P Mirage,,,,Black,240
Deepcool CASTLE 120R,,"[500,1800]",,Black,120
be quiet! Shadow Rock TF 2,68.27,,"[11.9,24.4]",Silver / Black,
Scythe Mugen 5 S,,"[350,1800]","[4,22.9]",Black / Silver,
GAMDIAS CHIONE E2,294,,,Black,120
Silverstone AR12-TUF,47.99,"[300,2200]","[6.2,34.4]",Black / Orange,
EVGA ACX,,,,,
MSI CORE FROZR L,,"[500,1800]","[17.2,33.6]",,
Cooler Master Hyper 212 LED Turbo (Black),,"[600,1600]","[9,31]",,
Deepcool GAMMAXX GTE V2,,"[500,1650]",,Black,
Gigabyte AORUS LIQUID COOLER,161.94,,"[22.3,44.5]",Black,280
SilentiumPC Fera 3 HE1224,,"[500,1600]",,Black / Silver,
RAIJINTEK THEMIS BLACK,19.99,"[1000,1500]",,Black / Silver,
Thermaltake Floe DX RGB 280 TT Premium Edition,97.28,"[500,1400]","[19.8,26.2]",Black / Gray,280
EK EK-Nucleus AIO CR360 Vision D-RGB,,"[500,2200]",,Black,360
Azza Blizzard SP 360,,"[700,2200]",,Black,360
Corsair H75 2018,,,,Black,120
Xilence M906,,"[500,1500]","[18,30.8]",Black,
Alphacool Eisbaer 420,150.7,,,Black / Blue,420
Thermaltake TOUGHLIQUID ARGB,129.98,"[500,2000]",,Teal,240
CRYORIG H5 Ultimate,,"[700,1300]","[19,23]",,
ARCTIC Liquid Freezer II 360 RGB,,"[200,1800]",,Black / Gray,360
TEAMGROUP SIREN GD240E,105.99,"[600,2200]","[14.3,35.6]",Black,240
Silverstone VIDA 120 SLIM,110.88,"[300,1800]","[15.9,33.9]",Black,120
Akasa K32,,"[600,3000]","[17.2,30.54]",,
Deepcool GAMMAXX GT,,"[500,1500]","[17.8,29.5]",,
ARCTIC Liquid Freezer II 420 RGB,,"[200,1900]",,Black,420
Phanteks Glacier One 240MPH,,"[500,2200]","[18,34.2]",Black,240
Alpenföhn Brocken 4 Max,,"[400,1800]","[22.8,24.7]",Black,
Thermalright Le Grand Macho RT,170,"[300,1300]","[14,20]",,
ARCTIC Freezer A13 X CO,,"[300,2000]",,Black / White,
Thermaltake Water 3.0 Riing RGB 280,130.24,"[300,1500]","[18.5,26.4]",Black / Red,280
GAMDIAS CHIONE M2,,"[800,1800]",,Black,240
NZXT Kraken X31,,"[800,2000]","[18,34]",,120
ID-COOLING SE-903-SD,,,,,
ARCTIC Liquid Freezer II 240 RGB,124.93,"[200,1800]",,Black,240
be quiet! Pure Loop 2,123.39,,"[15.4,34.9]",Black,240
Thermaltake TOUGHAIR 710,69.98,"[300,1400]","[18.5,23.9]",Gray,
Cooler Master Hyper 212 LED White Edition,68,"[600,1600]","[9,31]",,
Jonsbo HX6250,,"[400,1800]","[28,38]",Black,
Cooler Master Hyper 212X EU Version,82,"[600,1700]","[13,28.6]",,
SilentiumPC Fortis 3 HE1425,,"[500,1400]","[8,22]",,
ID-COOLING ZOOMFLOW 240,,"[900,2000]","[16.3,33.5]",Black,240
Dynatron T318,47.93,,,,
Cooler Master MasterLiquid ML360 Sub-Zero EVO,,,,Black,360
Silverstone PF240-ARGB,101.99,"[600,2200]","[7.4,35.6]",Black,240
StarTech FAN1156PWM,18.39,"[1000,3000]",,,
be quiet! Dark Rock TF,,,"[11.9,26.7]",,
ARCTIC Freezer 33 eSports ONE (Black/Red),,"[200,1800]",,Black / Red,
Scythe Mugen 5 PCGH Edition,,"[300,800]","[4,14.5]",Silver / Black,
Aerocool P7-L240,,"[600,1800]","[10.5,31.8]",Black,240
Gelid Solutions Glacier,29,"[500,1600]",,White,
RAIJINTEK THEMIS Evo,49.09,"[1000,1500]",,,
Cougar FORZA 135,89.99,"[500,1500]",,Black / Silver,
Thermalright Silver Soul 135,,,,White,
ADATA XPG LEVANTE 360,134.98,"[600,2000]",,Black,360
Alpenföhn Brocken ECO,,"[500,1500]","[4.6,27.3]",,
Deepcool GAMMAXX GTE,,"[500,1500]",,Black / Silver,
ID-COOLING ZOOMFLOW 240 XT,,"[500,1500]","[13.8,30.5]",Black,240
Lian Li Galahad AIO240 (2022),191.22,"[800,1900]",,White / Silver,240
Silverstone NT07-115X,25.99,"[1500,3600]","[21.9,34.7]",Silver / Black,
RAIJINTEK JUNO-X,42.13,"[1200,2500]",,Black,
ID-COOLING IS-30,,"[800,3600]","[17,35.8]",,
ID-COOLING FROSTFLOW 240 XT SNOW,,"[700,1800]","[15.2,35.2]",White,240
Noctua NH-U12P SE2,,"[900,1300]","[12.6,19.8]",,
Cooler Master MasterLiquid Pro 280,,"[650,2200]","[6,30]",,280
ARCTIC Alpine 12 LP,,"[100,2000]",,Black / White,
ID-COOLING SE-207-XT BLACK,,"[700,1800]","[15.2,35.2]",,
MSI MAG CORELIQUID C240 EVA e-PROJECT,,"[500,2000]","[14.3,34.3]",Black,240
Thermalright Aqua Elite V3,,,,Black,240
GAMDIAS CHIONE M3,87.77,"[800,2000]",,White,240
Thermaltake TOUGHAIR 510,48.44,"[500,1200]",,Teal,
CRYORIG H5 Universal,,"[700,1300]","[20,24]",,
Corsair H90,,,,,140
Cooler Master Nepton 240M,,,"[6.5,27]",,240
Silverstone Hydrogon D120 ARGB,,,"[0,30.5]",White / Silver,
Dynatron K129,44.93,,,Orange,
Asus ROG Strix LC 120,,"[800,2500]",,Black,120
be quiet! Shadow Rock 2,104,,"[15.3,25.4]",,
Silverstone AR12 RGB,34.46,"[700,2200]","[9,29]",Silver / Black,
Cooler Master Hyper TX3,,"[800,2800]","[17,35]",,
Cooler Master Seidon 120V,,,"[19,40]",,120
Tempest Subzero RGB,,"[800,1650]",,Black / Silver,
RAIJINTEK EOS 240 RBW,59.99,"[800,1800]",,Black,240
ARCTIC Liquid Freezer II 280 RGB,153.16,"[200,1900]",,Black,280
NoFan CR-80EH,137.81,,,,
Thermalright Macho Rev.B,167,"[300,1300]","[15,21]",,
Thermaltake TOUGHAIR 710,91.98,"[300,1400]","[18.5,23.9]",Black,
Cougar FORZA 85,69.9,"[600,2000]",,Black,
GAMDIAS BOREAS P1-720,,"[800,2000]","[10,31]",Black,
RAIJINTEK AIDOS BLACK,94.75,"[1000,2200]",,,
Thermaltake Water 3.0 Performer,,"[1000,2000]",,,120
Cooler Master Hyper 412S,81,"[900,1300]","[16.1,22.5]",,
Asus TUF Gaming LC 240 RGB,,"[800,2000]",,Black,240
ARCTIC Freezer 11 LP,,"[900,2000]",,,
Alphacool Eisbaer 360,139.94,"[550,1700]",,Black,360
Cooler Master MasterAir MA620P,98.74,"[600,1800]",,Black / Silver,
Gelid Solutions Slim Silence AM1,,"[1200,2600]","[15,27.2]",,
ID-COOLING ZOOMFLOW 240 XT SNOW,,"[500,1500]","[13.8,30.5]",White,240
Phanteks GLACIER ONE 420D30,,"[250,1800]",,White,420
ADATA XPG LEVANTE 240,149,"[600,2000]",,Black,240
Akasa Vegas Chroma AM,,"[500,1800]",,Black,
CRYORIG M9i,,"[600,2200]",,,
Gigabyte AORUS LIQUID COOLER,,,"[18,39.5]",Black,240
Intel BXRTS2011LC,,,,,120
Deepcool GAMMAXX 400R,,"[900,1500]","[17.8,30]",Red / Silver,
Silverstone AR06,37.78,,"[20,28.3]",,
Alpenföhn Dolomit Premium,76.59,"[500,1600]",,Black,
Alphacool Eisbaer Pro Aurora,186.75,,,Black,280
Dynatron R25,44.95,"[1000,7000]","[21.5,59.14]",,
Deepcool Castle 240 RGB,,"[500,1800]","[17.8,30]",Black,240
Deepcool GAMERSTORM CAPTAIN 360X WHITE,,"[500,1800]",,White / Black,360
ID-COOLING SE-234-ARGB,,"[900,2000]","[16.2,31.5]",Black,
Jonsbo HX7280,,"[700,1800]","[28,38]",Black,
ID-COOLING IS-27i,,"[800,2700]","[14,25]",,
CRYORIG R1 Ultimate,,"[700,1300]",,,
NZXT Kraken X42 Rev 2,,"[500,1800]","[21,38]",,140
Cooler Master Seidon 120M,,"[600,2400]","[19,40]",,120
Intel BXTS13X,,"[800,2200]","[21,35]",,120
MSI Core Frozr XL,,"[500,1800]","[17.2,33.6]",Black / Red,
ID-COOLING IS-47K,,"[600,2500]","[14,33]",Silver / Black,
Thermalright Frozen Magic ARGB,,,,White,240
Zalman CNPS9500A-LED,45.48,"[1350,2600]","[18,27.5]",,
ARCTIC Freezer i13 X CO,,"[300,2000]",,Black / White,
Jonsbo CR-1000 EVO Color Black,32.99,"[600,1500]","[22,32]",Black,
GameMax Ice Chill 240,75.98,"[800,1900]",,Black,240
ID-COOLING SE-224-XT ARGB V3,,"[500,1500]","[13.8,30.5]",,
Jonsbo PISA A5,,"[800,1850]",,White,
ARCTIC Alpine M1 - Passive,,,,,
EVGA CLC 120,,"[500,2400]","[16,39.9]",,120
Asus ROG STRIX LC II ARGB,,"[800,2500]",,Black,120
Alphacool Eisbaer 280,128.1,,,Black / Blue,280
be quiet! Dark Rock Elite,,"[1500,2000]","[11,25.8]",Black,
ARCTIC Freezer 13 CO,,"[600,2000]",,,
NZXT Kraken X40,,"[800,2000]","[21,37]",,140
ID-COOLING AURAFLOW X,,"[700,1800]","[18,35.2]",White,360
ID-COOLING PINKFLOW 240 DIAMOND PURPLE,,"[900,2000]","[16.3,33.5]",Pink / Purple,240
MSI MAG CORELIQUID E240 WHITE,,,,White,240
Jonsbo HP-400,29.99,"[800,3000]","[14,33]",Blue / White,
ID-COOLING IS-60 EVO ARGB,,"[500,2000]","[13.8,31.2]",Black / Silver,
Iceberg Thermal IceSLEET X9 Dual TR,71.99,"[500,1850]","[0,38]",Teal / Silver,
Jonsbo HX6200D,,"[700,1800]","[18.6,29.7]",Black,
be quiet! Dark Rock Pro 5,,"[1300,2000]","[8.9,23.3]",Black,
ARCTIC Freezer Xtreme Rev.2,,"[800,1500]",,,
Deepcool ICE BLADE 200M,,,"[17.8,30.1]",,
Alpenföhn Brocken 3,,"[400,1050]",,Black,
Deepcool GAMERSTORM CAPTAIN 240X WHITE,,"[500,1800]",,White / Black,240
Antec Symphony ARGB,,"[800,1600]","[20,35]",White,360
Alphacool Eisbaer Aurora 240,134.95,"[800,2000]",,Black,240
Thermalright Frost Spirit 140 V3 ARGB,,,,White,
Fractal Design Lumen S24 RGB,,"[500,2000]","[10,33.2]",Black,240
Cooler Master MasterAir MA610P,,,,Black,
Corsair A70,,"[1600,2000]","[26,31.5]",,
Noctua NH-C14,,"[750,1200]","[10.1,19.6]",,
Corsair H110i GTX,,,,,280
ARCTIC Liquid Freezer 120,,"[500,1350]",,,120
Fractal Design Celsius S24 Blackout,,"[500,2000]",,Black,240
Alpenföhn Glacier Water High Speed 240,172.79,"[500,2200]",,White,240
ID-COOLING Chromaflow240,,"[900,2000]","[16.3,33.5]",Black,240
Cougar Helor 360,205.22,"[600,1800]",,Black,360
Cooler Master Hyper H410R,,"[600,2000]",,Black / Red,
ID-COOLING AURAFLOW X,,"[700,1800]","[18,35.2]",Black,360
ID-COOLING FROSTFLOW+ 120,,"[700,1800]","[18,35.2]",Black / White,120
Deepcool GAMMAXX C40,,"[500,2000]",,Black / Silver,
upHere AC12RGB,,"[600,1700]","[16.1,27.7]",Black,
Cooler Master MasterLiquid ML240 Mirror,,"[650,1800]","[8,27]",Black,240
Deepcool CASTLE 360EX RGB,,"[500,1800]",,Black,360
ID-COOLING SE-226-XT,,"[500,1500]","[13.8,30.5]",White,
NZXT Kraken X52 Rev 2,,"[500,2000]","[21,36]",,240
Fractal Design Celsius+ S36 Dynamic X2 PWM,,"[500,2000]",,Black,360
Deepcool GAMMAXX 400 White,,"[900,1500]","[17.8,30]",White,
Cooler Master V8 GTS,,,,,
Antec KUHLER H2O 650,,"[600,2400]",,,120
be quiet! Silent Loop 360,,,"[16.1,36.9]",,360
Deepcool GAMMAXX L240,,"[500,1800]",,Black,240
RAIJINTEK PALLAS 120,36.36,"[200,1400]",,Black,
darkFlash Shadow PWM,,"[800,2500]",,Black,
Prolimatech PRO-SAM17,42.13,,,,
Iceberg Thermal IceSLEET G4 OC,42.99,"[600,1400]",,Teal / Silver,
Mars Gaming MCPU-XTW,135,"[800,1600]","[9,26]",White,
Thermalright TRUE Spirit 140 Direct,,"[300,1300]","[15,21]",,
Xigmatek GAIA SD1283,30,"[800,1500]","[16,24]",,
ID-COOLING SE-214-XT,,"[500,1500]","[16,26.6]",,
Zalman CNPS17X,51.63,"[800,1500]",,Black / Silver,
Iceberg Thermal IceSLEET X5,44.99,"[500,1850]","[0,36]",Teal / Silver,
ID-COOLING IS-40X V2,,"[800,2800]","[14,35.2]",,
Deepcool CAPTAIN 120 EX,,"[500,1800]","[17.6,31.3]",,120
Deepcool GAMMAXX 400S,,,,Black / Silver,
ID-COOLING SE-903-XT,,"[500,2200]","[14,25.8]",,
Thermaltake CLP0556-B,18.98,"[1900,2300]",,,
Noua Blizzard,,,,Silver / Black,
be quiet! Pure Loop 2,133.39,,"[15.4,33.8]",Black,280
Silverstone NT09-115X,25.99,"[550,2500]","[18.5,32]",,
Cooler Master MasterLiquid ML360P Silver Edition ARGB,,"[650,1800]","[8,30]",Silver / Black,360
Scythe Kotetsu Mark II,96.92,"[300,1200]","[4,24.9]",,
Jonsbo CR-1000 GT,,"[700,1800]","[20.55,37.2]",Black,
ID-COOLING SE-207-XT ADVANCED,,"[700,1800]","[15.2,35.2]",,
Cooler Master Hyper 412 Slim,,"[500,1600]","[8,30]",,
Phanteks PH-TC12LS_BK,,"[500,1800]",,,
ARCTIC Alpine M1,,,,,
Scythe FUMA Rev.B,,"[300,1400]","[13,28]",,
ARCTIC Freezer 34 eSports DUO,,"[200,2100]",,Green / Black,
PC Cooler GI-D66A,,"[1000,2000]","[8,29.1]",Black,
Vetroo darkstorm M2,,,,Black,
Asus TUF Gaming LC 120 RGB,,"[800,2000]",,Black,120
Thermalright Assassin King 90,,,,Black / Silver,
Phanteks GLACIER ONE 4220D30,,"[250,1800]",,Black,420
Thermaltake TH420 V2 Ultra ARGB Sync,,"[500,2000]",,White,420
Cougar Forza 50 Essential,32.9,"[600,2000]",,Black / Silver,
ID-COOLING IS-47S,,"[800,3600]","[17,35.8]",,
Thermaltake Floe Riing RGB 240 TT Premium Edition,133.59,"[500,1400]","[19.8,24.7]",,240
Alpenföhn Glacier Water High Speed 360,262.99,"[500,2200]",,White,360
Deepcool AK500 DIGITAL WH,,"[500,1850]",,White,
Antec C40,,"[800,2200]","[16,23]",,
Silverstone HE02-V2,,,,Silver,
Cooler Master Hyper 212 Plus,,"[600,2000]","[13,32]",,
be quiet! Dark Rock Pro 2,,"[1500,1700]","[13.5,26.4]",,
ARCTIC Freezer 34 CO,,"[200,1800]",,Black / Silver,
Thermaltake Riing Silent 12 RGB Sync Edition,60.78,"[300,1500]","[13,22]",Black,
aigo Shadow Max,,"[800,2500]",,Black,
ID-COOLING DASHFLOW 360,,"[900,2000]","[16,31.5]",Black,360
Alphacool Eisbaer 240,119.5,"[550,1700]",,Black,240
Thermaltake TOUGHLIQUID ARGB,,"[500,2000]",,Green,240
GameMax Gamma 500 ARGB,33.61,"[1000,1800]",,Black / Silver,
NZXT Kraken X60,,"[800,2000]","[21,37]",,280
Cooler Master Blizzard T2,,,,,
Scythe Mugen 5,,"[300,1200]","[4,24.9]",,
Deepcool Castle 280 RGB,,"[500,1800]","[19.8,35.4]",Black,280
Cougar Helor 240,124,"[600,1800]",,Black,240
Enermax Aquafusion 240,,"[500,2000]","[17,32.6]",Black,240
MSI MAG CORELIQUID P280,,"[500,1800]","[14.8,33.28]",Black,280
ID-COOLING FROSTFLOW 240 XT,,"[700,1800]","[15.2,35.2]",Black,240
MSI MAG CORELIQUID B,,"[500,2000]","[14.3,34.3]",Black,120
Cooler Master Hyper H410R White Edition,,"[600,2000]","[6,29]",,
RAIJINTEK Orcus 140 RGW,127.26,"[400,1800]",,Black,140
Noua Alaska,,"[800,3000]",,Black,
Cooler Master MasterAir Maker 8,,"[600,1800]","[8,24]",,
Zalman CNPS9500 AT,41.33,"[1300,2650]","[18,27.5]",,
Asus ROG Strix LC 360,,"[800,2500]",,Black,360
be quiet! Shadow Rock Slim,,"[400,1400]","[11.5,23.7]",,
Deepcool NEPTWIN V2.0,,,,,
Scythe Mugen 5 Black RGB Edition,,"[300,1200]","[4,24.9]",Black / Silver,
Thermalright AXP90-X36,,,,Black,
Asus ROG RYUO III 240 ARGB WHITE EDITION,,,,White,240
Cooler Master MasterAir MA824 Stealth 30th Anniversary Editi,,,"[0,24.6]",Black,
SilenX EFZ-100HA2,19.95,,"[8,24]",,
Cougar FORZA 85 ESSENTIAL,54.99,"[600,2000]",,Black,
Sapphire NITRO+ S240-A,,"[405,2400]","[17.9,36.2]",Black / Silver,240
SilenX EFZ-92HA2,23.95,,"[8,24]",,
Zalman CNPS20X,70.07,"[800,1500]",,Black / Silver,
Alpenföhn Dolomit Advanced,,"[500,1600]",,Black,
ID-COOLING SE-224-XT ARGB DUET,,"[500,1500]","[13.8,30.5]",,
Corsair H110,,,,,280
be quiet! Dark Rock 2,,,"[8.7,21.2]",,
Scythe FUMA,,"[300,1400]","[13,28]",,
ID-COOLING FROSTFLOW+ 240 SNOW,,"[700,1500]","[18,26.4]",White,240
Deepcool NEPTWIN WHITE,,"[900,1500]","[17.8,30]",White,
Deepcool Castle 360 RGB,,"[500,1800]",,Black,360
CRYORIG C7G,,"[600,2500]",,Black / Silver,
Cougar AQUA,,"[600,1800]",,Black,240
ID-COOLING FROSTFLOW X 120 SNOW,,"[700,1800]","[18,35.2]",White,120
Thermaltake TH360 V2 Ultra ARGB Sync,,"[500,1800]",,White,360
Dynatron R12,34.99,,,,
Enermax Liqfusion 240,77.99,"[500,2000]","[14,28]",Black,240
Phanteks Glacier One 280MPH,208.81,"[500,2200]","[18,39.1]",Black,280
Iceberg Thermal IceFLOE T65,29.99,"[1000,3000]",,Silver / Teal,
Deepcool Fryzen,,"[500,1800]","[17.8,41.5]",Silver / Black,
Fractal Design Lumen S24,,"[500,2000]","[10,33.2]",Black,240
Noua Disturbia,99,"[800,1600]",,Black / Silver,
Cooler Master Seidon 240M,,"[600,2400]","[19,40]",,240
Zalman CNPS10X Performa,,"[900,2000]","[17,24]",Silver / Black,
Scythe BIG Shuriken 2 Rev. B,,"[500,2000]","[9.32,33.67]",,
Cooler Master Nepton 280L,,,"[21,39]",,280
Cooler Master Hyper 612 Ver.2,,"[800,1300]","[11,20]",,
Thermaltake Water 3.0 Riing RGB 360,,"[800,1500]",,,360
Antec C400,69.54,"[800,1900]","[20.3,34.5]",,
ARCTIC Freezer 33 TR (Black/White),,"[200,1800]",,,
Gigabyte AORUS ATC700,,"[500,1700]","[12,31]",Black / Orange,
RAIJINTEK MYA RBW,39.99,"[200,1400]",,Black,
Jonsbo TW3-240,,"[800,1500]",,Black,240
ID-COOLING SE-207,,"[700,1800]","[18,35.2]",Black / White,
Scythe Mugen 5 Black Edition,,"[300,1500]","[4,29.75]",Black,
MSI CORE FROZR S,,"[500,1800]","[17.2,33.6]",Black / Red,
ARCTIC Liquid Freezer II 360 RGB,,"[200,1800]",,Black,360
GAMDIAS CHIONE P3-240U,,"[800,2000]","[10,31]",Black,240
Alphacool Eisbaer Aurora 280,154.45,"[600,1500]",,Black,280
Evercool HPFI-10025,18,,,,
Cooler Master DK9-7G52A-0L-GP,31.98,,,,
Inter-Tech ALSEYE X120,,,,Gray / Black,120
Dynatron K5,21.85,"[1000,2500]","[14.7,29.8]",,
RAIJINTEK JUNO-X,,"[1200,2500]",,Red / Black,
Corsair A50,,"[1600,2000]","[26,31.5]",,
Corsair H80,,"[1300,2500]","[22,39]",,120
Thermaltake Riing Silent 12 Red,43.19,"[300,1400]","[13,18]",,
Thermalright AXP-100,,"[900,2500]","[22,30]",,
CRYORIG R1 Universal,,"[700,1300]","[20,25]",,
ARCTIC Alpine 11 GT Rev 2,,,,,
ID-COOLING IS-60,,"[600,1600]","[13.8,30.2]",,
SilentiumPC Grandis 2 XE1436,,"[500,1600]",,Black / Silver,
ID-COOLING ZOOMFLOW X,,"[700,1500]","[18,26.4]",Black,360
Thermalright Assassin King 120 Mini,,,,Black / Silver,
ARCTIC Liquid Freezer II 280 RGB,,"[200,1900]",,Black,280
MSI MAG CORELIQUID R,,"[500,2000]","[14.3,34.3]",Black,120
Cooler Master Hyper 212 RGB,,"[650,1800]","[8,27]",,
Deepcool AG500,,"[300,1850]",,Black / Silver,
ID-COOLING IS-67-XT,,"[500,2200]",,White,
RAIJINTEK DELOS RBW,36.99,"[650,2000]",,Black,
Jonsbo HX5230,,"[700,1800]","[25.2,37.6]",Black,
Silverstone AR08-V2,,"[1500,2800]","[14.1,27.7]",Blue / White,
GAMDIAS CHIONE P2,104.98,"[800,1800]",,Black,360
ARCTIC Alpine AM4 CO,,"[100,2700]",,Black,
Zalman CNPS16X,44.99,"[800,1500]",,White,
Scythe Mugen 4,,"[400,1400]","[5.3,28]",,
Akasa Vegas Chroma LG,37.2,"[500,1800]",,Black,
Enermax AQUAFUSION 360,,"[500,2000]","[17,32.6]",Black,360
Corsair H40,,,,,120
Zalman CNPS8900 Quiet,,"[1000,1500]","[19,25]",,
Thermaltake Water 3.0 Riing RGB 240,,"[800,1500]",,,240
ARCTIC Liquid Freezer 360,,"[500,1350]",,,360
Enermax Aquafusion 120,,"[500,2000]","[17,32.6]",Black,120
Deepcool GAMERSTORM CAPTAIN 240PRO V2,,"[500,1800]",,Black,240
Antec Neptune 240 ARGB,,"[900,1600]","[20,36]",Black,240
Deepcool CAPTAIN 240 RGB V2,,"[500,1800]",,Black,240
Thermalright AXP-90R,,,,Silver / Gray,
Thermalright Frost Spirit 140 RGB,,,,Gray,
ARESGAME RIVER 5,,"[600,1800]",,Black,
Asus TUF Gaming LC RGB,,"[800,2000]",,Black,240
Iceberg Thermal IceSLEET X6,49.99,"[500,1850]","[0,36]",Teal / Silver,
Thermalright Frozen Magic ARGB,,,,White,360
Antec KUHLER H2O 1250,74.31,"[600,2400]","[16,38]",,240
ARCTIC Freezer 33,,,,,
Jonsbo PISA A4,,"[800,1850]",,Gray,
Intel BXTS13A,,,,,
Zalman CNPS9900MAX-B,,"[900,1700]","[18,30]",,
Rosewill RCX-Z90-CP,,"[600,3000]","[13.5,26.5]",,
Thermalright Macho Rev.A.,,"[900,1300]","[17,21]",,
Titan TTC-NC95TZ(RB),,"[150,1500]",,,
Thermaltake Water 3.0 Extreme S,,"[1000,2000]",,,240
Cooler Master Nepton 120XL,,,"[6.5,27]",,120
Cooler Master MasterLiquid Pro 240,,"[500,2000]","[6,30]",,240
Cooler Master Seidon 240V,,"[800,2400]","[12,35]",,240
Deepcool CAPTAIN 240EX RGB,,"[500,1800]","[17.6,31.3]",,240
ARCTIC Freezer 12,,,,,
ARCTIC Alpine 12 Passive,,,,Black,
Thermalright SilverArrow TR4,,"[600,2500]","[21,45]",Silver / Red,
SilentiumPC Navis RGB 240,,"[800,2300]",,Black,240
Zalman CNPS10X Optima II,,"[800,1500]",,White,
Fractal Design Lumen S28 RGB,,"[500,1700]","[10,35.5]",Black,280
Thermalright Ultra120EX REV.4,,,,White,
Silverstone IceGem 360,188.57,"[600,2200]","[7.3,36.6]",Black,360
Thermalright Assassin X,,,,Black / Silver,
Alphacool Eisbaer Pro HPE Aurora,,,,Black,360
Inter-Tech ALSEYE H120,,"[800,2000]","[13.5,35.2]",Black,120
Jonsbo CR-3000 Standard,,"[600,1500]","[22,32]",Black / Silver,
Jonsbo CR-1400 EVO ARGB White,,"[800,2200]","[22.3,33.8]",White,
Thermalright Frozen Horizon ARGB,,,,Black,360
Cooler Master MasterLiquid ML360 RGB TR4 Edition,,"[650,2000]","[6,30]",Black,360
Inter-Tech ALSEYE X360,,,,Gray / Black,360
Dynatron A49,50.96,"[800,1800]","[10.8,21.3]",Silver,
RAIJINTEK EOS 360 RBW,106.19,"[800,1800]",,Black,360
be quiet! Pure Loop 2,108.33,,"[13,32.1]",Black,120
GameMax Ice Chill 120,,"[800,1900]",,Black,120
Thermalright Frozen Magic EX,,,,Black,360
Enermax Liqtech II 240,109.99,"[500,2300]","[14,28]",Black,240
Thermalright Frozen Horizon ARGB,,,,White,360
Antec KUHLER H2O 620,,"[1450,2000]",,,120
Cooler Master GeminII M4,,"[500,1600]","[8,30]",,
ARCTIC Alpine 64 PLUS,,"[600,2000]",,,
Thermaltake Water 3.0 Pro,,"[1000,2000]",,,120
be quiet! Dark Rock Advanced C1,,,"[6.6,18.8]",,
Cooler Master Nepton 140XL,,,"[21,39]",,140
Cooler Master Hyper D92,,"[800,2800]","[18,33]",,
Deepcool CAPTAIN 360,,"[600,2200]","[17.6,39.29]",,360
Thermaltake Water 3.0 Performer C + LNC,,"[1200,2000]",,,120
Cooler Master Seidon 120V VER.2,,"[800,2400]","[6.5,27]",,120
ARCTIC Liquid Freezer 240,,"[500,1350]",,,240
Deepcool Maelstrom 120T,,"[600,1800]","[17.8,34.1]",,120
RAIJINTEK TISIS CORE EDITION,,,,,
Thermaltake Engine 27,,"[1500,2500]","[13,25]",,
Enermax ETS-T50 AXE (White),,"[800,1800]","[18.9,25]",,
Cooler Master MasterLiquid Pro 140,,"[650,2000]","[6,30]",,140
Alpenföhn Sella,,"[850,2200]","[14,29.8]",,
ID-COOLING FROSTFLOW+ 240,,"[700,1800]","[18,35.2]",Black / White,240
