name,price,type,efficiency,wattage,modular,color
CoolMax ZU-900B,,ATX,bronze,900,Semi,
FSP Group Twins,,ATX,gold,500,false,
Ultra ULT-LSP550,,ATX,,550,false,
Enermax ETL550AWT-M,,ATX,bronze,550,Semi,
Enermax ETL650AWT-M,,ATX,bronze,650,Semi,
Super Flower Leadex V Pro,,ATX,gold,850,Full,White
Ultra LSP,,ATX,,550,false,
Sparkle FSP300-60THA,,ATX,,300,false,
Enermax REVOLUTION X't II,,ATX,gold,650,Semi,
CoolMax ZP-850B,,ATX,bronze,850,Semi,
GAMDIAS ASTRAPE E1,,ATX,plus,550,false,Black / Multicolor
Cougar DX600,,ATX,plus,600,false,
CoolMax V-600,,ATX,,600,false,
Diablotek PHD450,,ATX,,450,false,
Raidmax RX-835AP,,ATX,bronze,835,Semi,
Athena Power AP-MPS3ATX30H,,ATX,,300,false,
Diablotek PSDA400,,ATX,,400,false,
Xion XON-1250P14HE,,ATX,,1250,false,
Silverstone Strider,,ATX,bronze,700,false,
XClio DIAMONDPOWER 1080W,,ATX,,1080,false,
StarTech ATX2PW500PRO,159.36,ATX,,500,false,
StarTech ATX2POWER430,,ATX,plus,430,false,
StarTech ATX2POWER450,,ATX,,450,false,
XClio GOODPOWER 500W,,ATX,,500,false,
StarTech ATX2PW550PRO,,ATX,,550,false,
Thermaltake Rome,,ATX,gold,750,Semi,Black
EVGA 450 GD,,ATX,gold,450,false,Black
CoolMax CUQ-1200B,,ATX,plus,1200,false,
Azza PSAZ-1000PT14,,ATX,platinum,1000,Semi,
XClio STABLEPOWER 460W,,ATX,,460,false,
LEPA G1200-MA,,ATX,gold,1200,Semi,
Zalman 1000-HP Plus,,ATX,silver,1000,Full,
Sentey MBP HM,,ATX,bronze,850,Semi,Black
Rosewill Fortress,,ATX,platinum,650,false,
Kingwin ABT-450MM,,ATX,,450,false,
Kingwin Mach 1,,ATX,bronze,1220,Full,
PC Power & Cooling Silencer,,ATX,silver,760,false,
XClio STABLEPOWER 1000W,,ATX,,1000,false,
Replace Power RP-TFX-420W,,TFX,,420,false,
XFX P1-850S-CAB9,,ATX,bronze,850,false,
SeaSonic SS-300TGW,,TFX,gold,300,false,
NZXT HALE82N 650W,,ATX,bronze,650,false,
Sparkle Magna GOLD PRO,,ATX,gold,850,Semi,
FSP Group FSP300-60GHT,,TFX,plus,300,false,
FSP Group ATX300-PA,,ATX,,300,false,
Enermax ENP600AWT,,ATX,plus,600,false,
FSP Group SAGA+ 450R,,ATX,,450,false,
Noua Hyper ZR65,,ATX,bronze,650,false,Black
PC Power & Cooling PPCT1200ESA,,ATX,,1200,false,
Thermaltake Toughpower Grand,,ATX,gold,1200,false,
Enermax ENP550AWT,,ATX,,550,false,
Kingwin Lazer Platinum,,ATX,platinum,550,Semi,
Enermax EGX850EWL,,ATX,plus,850,Full,
Thermalright TP,,ATX,platinum,850,Full,White
Thermalright TP,,ATX,platinum,1000,Full,White
Thermalright TG,,ATX,gold,750,Full,Black
Rosewill SilentNight-500,,ATX,platinum,500,Semi,
Silverstone Strider,,ATX,silver,500,false,
XClio Goodpower 550W,,ATX,bronze,550,Full,
XClio Goodpower 750W,,ATX,bronze,750,Full,
BFG BFGR650WGSPSU,,ATX,,650,false,
Rosewill PHOTON 1350,,ATX,gold,1350,Full,Black
Phanteks PH-P750GS,,ATX,gold,750,false,Black
Sparkle Magna,,ATX,bronze,1200,Semi,
Cooler Master Hyper White,,ATX,plus,400,false,Black
Rosewill Tachyon,,ATX,platinum,650,Semi,
G.Skill PS850P,,ATX,platinum,850,Full,Black
G.Skill PS1250P,,ATX,platinum,1250,Full,Black
FSP Group AURUM 92+,,ATX,platinum,450,Semi,
FSP Group AURUM 92+,,ATX,platinum,550,Semi,
LEPA MaxBron,,ATX,bronze,450,Semi,
LEPA MX-F1,,ATX,,400,false,
Kingwin ABT-750MM,,ATX,,750,false,
Thermaltake Toughpower,,ATX,silver,1200,Semi,
Cougar CMD 600,,ATX,bronze,600,Semi,Black / Blue
Cougar CMD 500,,ATX,bronze,500,Semi,Black / Blue
SeaSonic M12II,,ATX,bronze,850,Full,
FSP Group Raider S 650,,ATX,silver,650,false,
CoolMax ZPG-1000B,,ATX,gold,1000,Semi,
Athena Power AP-MFATX35,,Mini ITX,bronze,350,false,
FSP Group Hydro PTM X PRO,,ATX,platinum,850,Full,Black
Logisys PS575XBK,,ATX,,575,false,
Rosewill ARC M450,,ATX,bronze,450,Semi,
Topower GAPS-500LX,,ATX,,500,false,
Topower TOP-500WB,,ATX,bronze,500,false,
Xion EN-600F12,,ATX,,600,false,
In Win Glacier,,ATX,gold,900,Semi,
Fractal Design Tesla R2,,ATX,gold,650,false,
Fractal Design Integra R2,,ATX,bronze,750,false,
Linkworld LPK2-30-P4,,ATX,,500,false,
Sentey GSP650-SM,,ATX,gold,650,Full,
Sentey SDP750-SS,,ATX,plus,750,false,
Sentey GSP750-SM,,ATX,gold,750,Full,
Linkworld LPG12-35-p4,,ATX,,550,false,
Sentey GSP1000-SM,,ATX,gold,1000,Full,
Sentey ERP-500-SS,,ATX,,500,false,
Azza PSAZ-1000A14,,ATX,bronze,1000,false,
Cougar COUGAR-A760,,ATX,bronze,760,false,
Thortech Thunderbolt,,ATX,gold,1000,Full,
Thortech Thunderbolt,,ATX,gold,850,Full,
Sparkle SPI300T8AB-B204,,TFX,bronze,300,false,
Sparkle SPI300GLS-B204,,SFX,,300,false,
Xion XON-700P12F,,ATX,,700,false,
Xion XON-1000P14F,,ATX,,1000,false,
Apevia AD,,ATX,,500,false,Black
Ultra X4 Special Edition,,ATX,bronze,1000,Full,
Super Flower Amazon,,ATX,bronze,550,false,
Super Flower Leadex Gold,,ATX,gold,850,Full,
Mushkin MKNPSJL1000,,ATX,gold,1000,false,
XFX P1-550S-XXBA,,ATX,bronze,550,false,
LEPA G800-MB,,ATX,gold,800,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,1050,Full,
Ultra U12-42466,,ATX,bronze,650,Semi,
Ultra U12-42467,,ATX,bronze,750,Semi,
Thermalright TG,,ATX,gold,1000,Full,Black
Rosewill VALENS-600M,,ATX,gold,600,Semi,
HEC Orion,,ATX,,585,false,Black
Sparkle R-SPI700GHN,,ATX,plus,700,false,
Enermax ENP550AWT B,,ATX,bronze,550,false,
Topower TOP-1000P12-ADJ,,ATX,,1000,Semi,
Kingwin Lazer Platinum,,ATX,platinum,750,Semi,
Kingwin KX-1000,,ATX,bronze,1000,Semi,
Kingwin Lazer Gold,,ATX,gold,1300,Semi,
Silverstone Strider,,ATX,bronze,400,false,
FirePower ZT,,ATX,bronze,550,Full,
In Win Commander II,,ATX,bronze,850,Full,
Thermaltake Toughpower Grand,,ATX,platinum,1050,Full,
Thermaltake EVO_Blue,,ATX,,650,Full,
Rosewill Glacier 1200M,,ATX,bronze,1200,Semi,
Thermaltake Toughpower XT,,ATX,gold,1375,Semi,
HEC HEC200SAFX,,Mini ITX,,200,false,
TUNIQ PSU-POT750-BK,,ATX,bronze,750,false,
NZXT HALE90 V2,,ATX,gold,1200,Full,
NZXT HALE90 V2,,ATX,gold,1000,Full,
Silverstone OP850,,ATX,,850,false,
E-Power EP-500LS-1,,ATX,,500,false,
NZXT HALE82N 550W,,ATX,bronze,550,false,
Enermax RevoBron TGA,,ATX,bronze,500,Semi,Black
Antec Basiq,,ATX,plus,430,false,
Antec True Power,,ATX,silver,1200,Semi,
Antec True Power,,ATX,silver,1200,Full,
Apevia ATX-AS500W-BL,,ATX,,500,false,
Apevia ATX-AS500W-GN,,ATX,,500,false,
Apevia ATX-CW500WP4,,ATX,,500,false,
Apevia ATX-IB680W-BL,,ATX,,680,false,
In Win GreenMe 550,,ATX,bronze,550,false,
Apevia ATX-TL450W-BK,,ATX,,450,false,
Mushkin MKNPSJL800,,ATX,silver,800,false,
Apex AL-A350ATX,,ATX,,350,false,
HEC HP485D Retail,,ATX,,485,false,
HEC XPOWER585 OEM,,ATX,,585,false,
HEC XP1080,,ATX,,1080,Full,
HEC XPOWER780,,ATX,,600,false,
HEC ZEPHY580MX,,ATX,,580,false,
HEC XPOWER585 RETAIL,,ATX,,585,false,
HEC ZEPHYR650,,ATX,,650,false,
CoolMax CA-450,,ATX,,450,false,
CoolMax CT-450 (silver),,ATX,,450,false,
CoolMax MP-550B,,ATX,plus,550,false,
CoolMax ZP-1000B,,ATX,bronze,1000,Semi,
CoolMax CUG-700B,,ATX,,700,Full,
CoolMax CUL-650B,,ATX,,650,Semi,
VisionTek 900490,,ATX,bronze,800,Semi,
VisionTek 900488,,ATX,,550,Full,
CoolMax CUL-750B,,ATX,,750,Semi,
CoolMax CUL-850B,,ATX,,850,Semi,
CoolMax CX-400B,,ATX,,400,false,
VisionTek 900347,,ATX,,650,false,
Dynapower EP-45X.0562B,,ATX,,450,false,
Enermax EGX1250EWT,,ATX,bronze,1250,Semi,
Enermax EMG700AWT,,ATX,gold,700,Full,
Enermax EPG500AWT,,ATX,gold,500,false,
Enermax ETK500AWT,,ATX,,500,false,
In Win Commander,,ATX,plus,1200,Full,
Sparkle R-SPI650ACAG,,ATX,gold,650,false,
OCZ StealthXstream II,,ATX,plus,500,false,
Raidmax RX-1200AE,,ATX,bronze,1200,Semi,
Rosewill Libertas,,ATX,plus,650,Full,
Rosewill LP-6100C,,ATX,,300,false,
Rosewill Stallion,,ATX,,450,false,
Rosewill RP600V2-S-SL,,ATX,,600,false,
Rosewill RV2-500,,ATX,,500,false,
Rosewill RV350,,ATX,,350,false,
Silverstone OP1000-E,,ATX,,1000,false,
Silverstone OP1000-P,,ATX,plus,1000,false,
Silverstone OP750,,ATX,,750,false,
XClio STABLEPOWER GOLD 1000W,,ATX,gold,1000,Full,
Silverstone Strider,,ATX,plus,1200,Full,
XClio STABLEPOWER GOLD 750W,,ATX,gold,750,Full,
Silverstone Strider,,ATX,bronze,750,false,
Silverstone Strider,,ATX,gold,1000,Semi,
Sunbeam PSU-BKS580-US,,ATX,,580,false,
Sunbeam PSU-COM680-BK-US,,ATX,,680,Full,
Sunbeam PSU-H680-REV-US,,ATX,,680,false,
Sunbeam PSU-H680-REV-US-BL,,ATX,,680,false,
Sunbeam PSU-HUSH580-US,,ATX,,580,false,
Thermaltake Toughpower,,ATX,silver,1350,Semi,
XFX P1-650X-CAH9,,ATX,bronze,650,Full,
Thermaltake EVO_Blue,,ATX,,550,Full,
XFX Black Edition,,ATX,silver,850,Full,
Thermaltake TR2,,ATX,gold,500,false,
SeaSonic SS-350SFE,,SFX,plus,350,false,
Deepcool PM550D,,ATX,gold,550,false,Black
Enermax Platimax,,ATX,platinum,1000,Semi,Black
Kingwin Lazer Platinum,,ATX,platinum,650,Semi,
Apevia Raptor,,ATX,,450,false,Black / Red
Thortech Thunderbolt,,ATX,gold,1200,Full,
Antec Earthwatts,,ATX,bronze,550,false,
Topower ZU-650W,,ATX,,650,false,
Enermax RevoBron,,ATX,bronze,600,Semi,
Thermaltake Toughpower,,ATX,plus,1000,false,
Sparkle ATX-450PN,,ATX,,450,false,
Sparkle SCC-750AF,,ATX,gold,750,Full,
E-Power EP-550P5-T1,,ATX,,550,Full,
Topower ZU-450W,,ATX,,450,false,
Topower ZU-400W12,,ATX,,400,false,
FSP Group AU-850PRO,,ATX,gold,850,false,
LEPA MaxBron,,ATX,bronze,650,Semi,
Topower TOP-400W80,,ATX,plus,400,false,
Topower TOP-400W801,,ATX,plus,400,false,
Sparkle R-SPI700ACH5B,,ATX,silver,700,false,
Kingwin ABT-610MM,,ATX,,610,false,
Sparkle R-SPI600ACH5B,,ATX,silver,600,false,
Logisys AT750BK,,ATX,bronze,750,false,
Silverstone Zeus,,ATX,silver,1350,Full,
Zalman LE,,ATX,,400,false,
CoolMax CL-500B,,ATX,,500,false,
PC Power & Cooling S75CF,,ATX,plus,750,false,
CoolMax RM-1000B,,ATX,,1000,false,
In Win IP-S350CQ2-0T,,ATX,,350,false,
Logisys PS550AC,,ATX,,550,false,
Topower ZU-1050W,,ATX,,1050,false,
Rosewill RV2-600,,ATX,,600,false,
Cougar DX500,,ATX,plus,500,false,
Topower TOP-1200W,,ATX,plus,1200,Full,
Silverstone Strider,,ATX,gold,600,false,
Diablotek PHD650,,ATX,,650,false,
Diablotek PHD550,,ATX,,550,false,
Athena Power AP-P4ATX55FEC,,ATX,,550,false,
Athena Power AP-P4ATX35,,ATX,,350,false,
Athena Power AP-P4ATX85FEP,,ATX,,850,false,
Diablotek PHD750,,ATX,,750,false,
Diablotek PHD850,,ATX,,850,false,
Diablotek PSDA350,,ATX,,350,false,
Diablotek PSDA600,,ATX,,600,false,
Rosewill Fortress,,ATX,platinum,550,false,
Apevia XG,,ATX,,450,false,
Xion AXP-850R14N,,ATX,,850,false,
Xion XON-800R14N,,ATX,,800,Full,
XClio STABLEPOWER 850W,,ATX,,850,false,
StarTech ATXPW500PRO2,,ATX,,500,false,
StarTech ATXPW550PRO2,,ATX,,550,false,
XClio GreatPower,,ATX,plus,600,Full,
XClio DIAMONDPOWER 880W,,ATX,,880,false,
StarTech ATX2POWER400,,ATX,,400,false,
StarTech ATXPOW350PRO,,ATX,,350,false,
StarTech ATX2POWER350,,ATX,,350,false,
StarTech ATX2POWER530,,ATX,bronze,530,false,
StarTech ATX2PW400PRO,,ATX,,400,false,
StarTech ATX2POW400HS,,ATX,,400,false,
StarTech ATX2PW530PRO,,ATX,bronze,530,false,
StarTech ATX2PW430PRO,,ATX,bronze,430,false,
Xion AXP-1000R14HE,,ATX,bronze,1000,Full,
NZXT HALE90 V2,,ATX,gold,850,Full,
StarTech ATX2POW500HS,,ATX,,500,false,
StarTech ATX2POW450HS,,ATX,,450,false,
CoolMax CX-550B,,ATX,,550,false,
CoolMax RM-750B,,ATX,,750,false,
NZXT HALE 90,,ATX,gold,650,Full,
NZXT HALE 90,,ATX,gold,750,Full,
Apevia ATX-AS680W-BK,,ATX,,680,false,
CoolMax CU-700B,,ATX,,700,Semi,
CoolMax CUL-950B,,ATX,,950,Semi,
XClio GreatPower,,ATX,plus,550,Full,
XClio GreatPower,,ATX,plus,650,Full,
XClio STABLEPOWER 500W,,ATX,,500,false,
Kingwin Lazer,,ATX,plus,750,Full,
Kingwin ABT-850MM,,ATX,,850,false,
PC Power & Cooling S47ATX-B,,ATX,,470,false,
PC Power & Cooling S75CF-B,,ATX,plus,750,false,
Kingwin Lazer,,ATX,bronze,850,Semi,
Kingwin Lazer Gold,,ATX,gold,550,Full,
Kingwin Lazer Gold,,ATX,gold,850,Full,
Kingwin Mach 1,,ATX,bronze,1000,Semi,
Kingwin ABT-730MM,,ATX,,730,false,
Kingwin MK,,ATX,,850,false,
Kingwin MK,,ATX,,650,false,
Kingwin MK,,ATX,,750,false,
Kingwin MK,,ATX,,1000,false,
Kingwin MKX,,ATX,,850,Semi,
XFX P1-750S-CAB9,,ATX,bronze,750,false,
XFX P1-650S-CAB9,,ATX,bronze,650,false,
In Win PB,,ATX,gold,650,Full,
XClio GreatPower,,ATX,plus,500,Full,
FSP Group ATX350-PNT,,ATX,,350,false,
FSP Group SAGA+ 500R,,ATX,,500,false,
FSP Group SAGA+ 400R,,ATX,,400,false,
CoolMax ZPG-500B,,ATX,gold,500,false,
Noua Hyper ZR55,,ATX,bronze,550,false,Black
Broadway Com Corp OKIA-BLACK-550,,ATX,,550,false,
Broadway Com Corp OKIA-BLACK-680,,ATX,,680,false,
Broadway Com Corp P4-OKIA-550-RB,,ATX,,550,false,
XClio GreatPower,,ATX,plus,850,Full,
PC Power & Cooling T12W,,ATX,,1200,false,
PC Power & Cooling Silencer Mk II,,ATX,bronze,500,false,
XFX P1850SNLB9,,ATX,bronze,850,false,
Sunbeam PSU-HUSH580-US-BL,,ATX,,580,false,
Thermalright TP,,ATX,platinum,850,Full,Black
Thermalright TG,,ATX,gold,750,Full,White
Thermalright TG,,ATX,gold,850,Full,White
Thermalright TG,,ATX,gold,1200,Full,Black
be quiet! Power Zone,,ATX,bronze,650,Full,
FSP Group AURUM GOLD 600,,ATX,gold,600,false,
XClio Goodpower 650W,,ATX,bronze,650,Full,
Rosewill Tachyon,,ATX,platinum,550,Semi,
Kingwin Lazer,,ATX,,660,Full,
Rosewill Tachyon,,ATX,platinum,750,Semi,
Rosewill Capstone G1200,,ATX,gold,1200,Semi,
Solid Gear SDGR-900E,,ATX,,900,false,
FSP Group AURUM 92+,,ATX,platinum,650,Semi,
LEPA MaxGold,,ATX,gold,500,false,
LEPA MaxBron,,ATX,bronze,700,Semi,
LEPA MaxGold,,ATX,gold,700,Semi,
LEPA MaxGold,,ATX,gold,600,false,
Sparkle R-SPI1000GCM,,ATX,plus,1000,Semi,
In Win Commander II,,ATX,bronze,750,Full,
FSP Group PT850FM,,ATX,platinum,850,Full,
In Win Commander II,,ATX,bronze,1200,Full,
Logisys PS480X2,,ATX,,480,false,
Logisys PS480E12,,ATX,,480,false,
Topower TOP-1000WG,,ATX,gold,1000,false,
Topower GAPS-500MX,,ATX,,500,Full,
Thermaltake Toughpower Grand,,ATX,gold,1050,Full,
BitFenix Fury,,ATX,gold,550,Semi,
Inter-Tech Coba Nitrox Nobility,,ATX,silver,800,Semi,Black / Orange
HEC Zephyr 700 CM,,ATX,plus,700,Semi,
Cyonic AU-650X,,ATX,gold,650,Full,
Cyonic AU-450X,,ATX,gold,450,Full,
Cyonic AU-550X,,ATX,gold,550,Full,
Sentey ERP-600-SM,,ATX,,600,Full,
Sentey ERP-500-SMR,,ATX,,500,Full,
Linkworld LPG8 630w,,ATX,,630,false,
PC Power & Cooling Silencer MK III,,ATX,gold,850,Semi,
Apevia Astro,,ATX,,450,false,Black
Topower TOP-900W,,ATX,plus,900,Full,
FSP Group AU-750M,,ATX,gold,750,Semi,
