name,price,type,efficiency,wattage,modular,color
Silverstone Essential,119.99,ATX,gold,650,false,Black
Antec EARTHWATTS GOLD PRO 750,182.38,ATX,gold,750,Semi,Black
Fractal Design Ion+ 860P,,ATX,platinum,860,Full,Black
GameMax GX Pro Rampage,,ATX,platinum,1250,Full,White
SilentiumPC Vero L2,,ATX,bronze,500,false,Black
Xilence XP650R9,,ATX,gold,650,false,Black / Red
EVGA SuperNOVA 750 P6,,ATX,platinum,750,Full,Black / Silver
Apex AL-8250SFX,77.71,SFX,,250,false,
be quiet! Pure Power 11 CM,,ATX,gold,600,Semi,Black
Apevia Spirit,,ATX,,700,false,
Thermaltake Smart,,ATX,bronze,650,false,
Antec Signature Platinum,239.43,ATX,platinum,1000,Full,Black
Silverstone Strider Platinum,139.38,ATX,platinum,550,Full,
Enermax Revolution D.F.,,ATX,gold,750,Full,Black / Silver
Xilence XP400R6,78.38,ATX,,400,false,Black / Red
Corsair TX550M,216.53,ATX,bronze,550,Semi,
FSP Group HEXA+,,ATX,,500,false,
Cooler Master 700W MasterWatt Lite 230V,,ATX,plus,700,false,
Corsair HX850,,ATX,gold,850,Semi,
Cooler Master MWE 450,,ATX,plus,450,false,Black
NZXT HALE82 V2 550W,,ATX,bronze,550,Full,
be quiet! SFX Power 3 300,81.7,SFX,bronze,300,false,Black
SeaSonic PRIME Ultra Titanium,259.99,ATX,titanium,850,Full,
Corsair Vengeance 500,,ATX,bronze,500,false,
EVGA 450 B3,,ATX,bronze,450,Full,
Silverstone DA1000R,,ATX,gold,1000,Full,Black
GAMDIAS KRATOS M1 B,,ATX,bronze,600,false,Black
Gigabyte PB500,,ATX,bronze,500,false,
Deepcool DA600N,,ATX,bronze,600,false,Black
EVGA 500 BA,,ATX,bronze,500,false,Black
KOLINK KL-SFX350,,SFX,bronze,350,false,Black / Green
In Win P85,128.34,ATX,gold,850,Full,Black
Thermaltake Toughpower PF3,,ATX,platinum,850,Full,Black
Cooler Master MWE Bronze 550,,ATX,bronze,550,false,Black
Logisys PS550E12BK,39.99,ATX,,550,false,
Super Flower Leadex Platinum,599.99,ATX,platinum,1600,Full,Black
Antec EARTHWATTS GOLD PRO 650,,ATX,gold,650,Semi,Black
SeaSonic 1000FX WHITE,,ATX,gold,1000,Full,White
SeaSonic PRIME Ultra Titanium,,ATX,titanium,650,Full,
Cooler Master V650,,ATX,gold,650,Full,
EVGA 460 BP,,ATX,bronze,460,false,Black
LC-Power LC6 V2.31,,ATX,gold,550,Full,Black / Gray
SeaSonic PRIME,,ATX,gold,650,Full,Black
Thermaltake TR2,,ATX,,600,false,
Silverstone HELA R,,ATX,platinum,1300,Full,Black
PC Power & Cooling Silencer,310.83,ATX,platinum,1200,Full,
FSP Group HYPER K PRO,,ATX,plus,500,false,Black / Yellow
Corsair TX950,,ATX,bronze,950,false,
EVGA SuperNOVA 550 GS,,ATX,gold,550,Full,
Cooler Master MWE GOLD 650 V2,,ATX,gold,650,false,Black
EVGA SuperNOVA 750 G7,,ATX,gold,750,Full,Black / Blue
Antec NeoECO Gold ZEN,163.61,ATX,gold,700,false,Black / Gold
Thermaltake TPD-0550M,,ATX,gold,550,Semi,
be quiet! Straight Power 11 450W,214,ATX,gold,450,Full,
Corsair RM550,299.93,ATX,gold,550,Full,
Cooler Master V1300 Platinum,,ATX,platinum,1300,Full,Black
Antec NE1300G M ATX3.0,224.96,ATX,gold,1300,Full,Black
Phanteks AMP,,ATX,gold,550,Full,Black
ADATA XPG PYLON,,ATX,bronze,450,false,Black
Silverstone SX300-B,,SFX,bronze,300,false,Black
Deepcool PQ650M,112.98,ATX,gold,650,Full,Black
Deepcool DQ650-M-V2L,,ATX,gold,650,Full,Black
SilentiumPC Elementum E2 230V,,ATX,plus,550,false,Black
Thermaltake Toughpower SFX,,SFX,gold,550,Full,Black
XFX TS,,ATX,bronze,550,false,
EVGA SuperNOVA 850G XC,139.99,ATX,gold,850,Full,Black
GameMax GT,,TFX,bronze,300,false,Silver
Corsair GS700,279.94,ATX,bronze,700,false,
EVGA N1,91.79,ATX,,550,false,
PowerSpec PS 550BF,,ATX,bronze,550,false,Black
SeaSonic TFX 350,,TFX,gold,350,Full,
EVGA SuperNOVA NEX750G Gold,,ATX,gold,750,Full,
Athena Power Apollo,46.99,SFX,,300,false,
Xilence Performance A+ III,391,ATX,bronze,450,false,Black / Red
Corsair TX650M,299.94,ATX,bronze,650,Semi,
Antec VP PLUS,,ATX,plus,550,false,Black
Silverstone Strider,,ATX,plus,600,false,
SHARKOON WPM Bronze,,ATX,bronze,600,Semi,
SeaSonic S12II,,ATX,bronze,350,false,
Segotep GF,,SFX,gold,750,Full,Black / Gray
Corsair CX450M (2021),,ATX,bronze,450,Semi,Black
FSP Group Hydro GE,99.99,ATX,gold,650,Full,
Super Flower Leadex Platinum,199.99,ATX,platinum,850,Full,Black
Cougar VTE X2,,ATX,plus,600,false,Black
SeaSonic PRIME Ultra Gold 850,162.99,ATX,gold,850,Full,Black
Cooler Master eXtreme Power Plus,56.48,ATX,,500,false,
Silverstone TX300,82.18,TFX,bronze,300,false,Black
Thermaltake Smart RGB 230V,,ATX,plus,600,false,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,650,Semi,Black
Cooler Master G650M,,ATX,bronze,650,Semi,
Silverstone SX1000R-PL,285.8,SFX,platinum,1000,Full,Black / White
SeaSonic FOCUS Plus Platinum,,ATX,platinum,550,Full,
NZXT C (2019),,ATX,gold,650,Full,Black
Corsair CS450M,,ATX,gold,450,Semi,
Silverstone SX600-G,,SFX,gold,600,Full,
Segotep GP700G,,ATX,gold,700,false,Black
be quiet! Pure Power 10,,ATX,silver,600,false,
be quiet! System Power 9,,ATX,bronze,700,false,Black
Antec High Current Gamer Gold,,ATX,gold,850,Full,Black
Corsair RM450,,ATX,gold,450,Full,
Cooler Master V850 Gold V2,,ATX,gold,850,Full,Black
Enermax Revolution D.F. X,169.99,ATX,gold,1200,Full,Black
be quiet! TFX Power 3 300,104.42,TFX,gold,300,false,Black
In Win P65F,,ATX,gold,650,false,Black
SeaSonic PRIME SNOWSILENT,,ATX,titanium,750,Full,White
Thermaltake TR2,,ATX,bronze,380,false,
Zalman ZM600-ST,,ATX,plus,600,false,
EVGA SuperNOVA 750 G1,,ATX,gold,750,Full,
SeaSonic PRIME PX,390.39,ATX,platinum,850,Full,Black / Silver
Fractal Design Anode Bronze,,SFX,bronze,450,false,Black
Antec VP PLUS,,ATX,plus,450,false,Black
Zalman TX,,ATX,,700,false,
Corsair TX750M,499.93,ATX,bronze,750,Semi,
SeaSonic M12II,,ATX,bronze,520,Full,
SHARKOON SilentStorm Icewind Black,,ATX,bronze,750,Semi,Black
Silverstone Strider Platinum,125,ATX,platinum,650,Full,
be quiet! Dark Power Pro 11,139.9,ATX,platinum,550,Semi,
Cooler Master GX III GOLD,159.99,ATX,gold,750,Full,Black / Purple
Thermaltake Smart SE,145,ATX,,530,Semi,Black
Enermax Revolution D.F.,,ATX,gold,850,Full,Black / Silver
Antec NeoECO Gold ZEN,,ATX,gold,500,false,Black / Gold
Corsair HX650,316.95,ATX,gold,650,Semi,
Thermaltake Smart BX1 RGB 550,,ATX,bronze,550,false,Black
EVGA 550 B3,,ATX,bronze,550,Full,
SeaSonic PRIME Ultra Gold 1000,379.94,ATX,gold,1000,Full,Black
Thermaltake Smart,,ATX,bronze,750,false,
Apex SL-275TFX,45.95,TFX,,275,false,
Deepcool PK450D,,ATX,bronze,450,false,Black
Corsair TX850 V2,599.94,ATX,bronze,850,false,
Corsair TX850M,499.94,ATX,bronze,850,Semi,
Corsair G800,319.86,ATX,plus,800,false,
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,gold,650,Full,White
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,1200,Full,Black
Corsair GS600,,ATX,bronze,600,false,
Cooler Master B500 ver.2,,ATX,plus,500,false,
Rosewill PHOTON-750,,ATX,gold,750,Full,
Super Flower Legion GX Pro,,ATX,gold,550,Semi,Black
Xilence XP550R9,160,ATX,gold,550,false,Black / Red
FSP Group Hydro PTM PRO,209.99,ATX,platinum,1000,Full,Black
Silverstone DA550 Gold,,ATX,gold,550,Full,Black / White
Phanteks AMP,,ATX,gold,650,Full,Black
Corsair Vengeance 550M,,ATX,bronze,550,Semi,
SeaSonic X,,ATX,gold,850,Full,
Enermax MAXREVO,,ATX,gold,1800,Full,Black
Cooler Master Silent Pro M,,ATX,bronze,700,Full,
EVGA 700 B1,,ATX,bronze,700,false,
Thermaltake Toughpower DPS G RGB Titanium,481.41,ATX,titanium,1500,Full,
Cooler Master B600 ver. 2,,ATX,plus,600,false,Black
EVGA 650 B3,,ATX,bronze,650,Full,
SeaSonic PRIME TX-650,,ATX,titanium,650,Full,Black
Antec NE850G M,,ATX,gold,850,Full,White
Thermaltake Smart BX1 RGB 650,136.94,ATX,bronze,650,false,Black
Corsair Vengeance 650M,,ATX,bronze,650,Semi,
Cooler Master MWE,,ATX,bronze,600,false,Black
SeaSonic G,,ATX,gold,650,Semi,
be quiet! Straight Power 11,,ATX,platinum,550,Full,Black
LC-Power LC6 V2.31,,ATX,gold,750,Full,Black / Gray
GAMDIAS KRATOS E1,,ATX,plus,500,false,Black
SeaSonic FOCUS SGX (2021),,SFX,gold,650,Full,Black
Antec High Current Gamer,,ATX,bronze,620,Semi,
Antec High Current Gamer,,ATX,bronze,900,false,
Super Flower Leadex V Pro,149.99,ATX,gold,1000,Full,Black / Gold
LC-Power LC6 V2.31,,ATX,gold,1000,Full,White / Gray
Fractal Design Ion+ 2 Platinum,,ATX,platinum,660,Full,Black
Cougar GEX,110.98,ATX,gold,650,Full,Black
Montech CENTURY,,ATX,gold,850,Full,Black
G.Skill PS850G,,ATX,gold,850,Full,Black
Antec VP PLUS,,ATX,plus,650,false,
Rosewill PHOTON-650,,ATX,gold,650,Full,
EVGA SuperNOVA 850 B2,,ATX,bronze,850,Semi,
FSP Group Hydro G PRO ATX3.0(PCIe5.0),,ATX,gold,850,Full,Black
Rosewill RBR1000-M,,ATX,bronze,1000,Semi,
Thermaltake TOUGHPOWER PF1 ARGB,299.99,ATX,platinum,850,Full,
Enermax Platimax,399.99,ATX,platinum,1350,Full,Black
be quiet! STRAIGHT POWER E9 | 480W CM,,ATX,gold,480,Full,
Montech CENTURY,,ATX,gold,650,Full,Black
be quiet! Pure Power 10,,ATX,silver,500,false,
FSP Group Hyper M,,ATX,plus,700,Semi,Black
Thermaltake Toughpower GF2 ARGB,300,ATX,gold,850,Full,Black
FSP Group Hydro PTM PRO,119.99,ATX,platinum,650,Full,Black
LC-Power LC6 V2.31,,ATX,gold,850,Full,Black / Gray
Thermaltake TR2 S 550W,,ATX,plus,550,false,
Thermaltake Toughpower SFX,,SFX,gold,450,Full,Black
LC-Power LC6 V2.31,,ATX,gold,650,Full,Black / Gray
SeaSonic Platinum,,ATX,platinum,1000,Full,
GameMax GP,,ATX,bronze,550,false,Black
Cooler Master MasterWatt 750 TUF Gaming Edition,,ATX,bronze,750,Semi,Black / Gray
Gigabyte GreenMax Plus,,ATX,bronze,650,false,
SHARKOON SilentStorm Icewind Black,,ATX,bronze,550,Semi,Black
Thermaltake Toughpower SFX,555,SFX,gold,650,Full,Black
Silverstone NJ700,308.89,ATX,titanium,700,Full,Silver
Cougar POLAR,,ATX,platinum,1050,Full,White
Sparkle ATX-350PN-B204,57.99,ATX,,350,false,
Cooler Master V750,,ATX,gold,750,Full,
Corsair AX750,,ATX,gold,750,Full,
GameMax GM,,ATX,bronze,300,false,Silver
Cougar STX,,ATX,plus,650,false,
be quiet! Dark Power Pro 11,,ATX,platinum,850,Semi,
SeaSonic G,,ATX,gold,550,Semi,
Fractal Design Ion Gold,,ATX,gold,650,Full,Black
Super Flower Golden Green HX,,ATX,gold,650,false,
Silverstone Strider,109.99,ATX,gold,550,Full,
Corsair HX750,499.93,ATX,gold,750,Semi,
Raidmax RX-730SS,49.99,ATX,,730,Semi,
SeaSonic 750FX WHITE,,ATX,gold,750,Full,White
be quiet! Dark Power Pro 11,,ATX,platinum,750,Semi,
Xigmatek Vector,,ATX,gold,650,Semi,
SeaSonic PRIME PX,,ATX,platinum,650,Full,Black / Silver
Thermaltake Toughpower GF1 - TT Premium,193.52,ATX,gold,1200,Full,Black
Cooler Master MWE Bronze V2,,ATX,bronze,500,false,Black
Phanteks Revolt Pro,,ATX,gold,1000,Full,Silver / Black
ADATA XPG CYBERCORE,229.99,ATX,platinum,1000,Full,Black / Silver
SilentiumPC Supremo L2 V2,,ATX,gold,550,false,Black
Xigmatek Vector,,ATX,gold,750,Semi,
Cooler Master MWE GOLD 550 V2 FULL MODULAR,,ATX,gold,550,Full,Black
EVGA SuperNOVA 750 PQ,210,ATX,platinum,750,Semi,Black
Silverstone Strider,337.45,ATX,silver,1500,false,
NZXT HALE90 V2 1200W,,ATX,gold,1200,Full,
Rosewill RD-Z,,ATX,plus,400,false,Black
Athena Power AP-MFATX40,,Mini ITX,bronze,400,false,
Enermax MAXPRO,,ATX,plus,500,false,
Raidmax Vortex,,ATX,gold,600,false,Black
Antec VP PLUS,,ATX,plus,600,false,Black
Xigmatek ACXTNRP-PC502,,ATX,bronze,500,false,
Corsair HX620,,ATX,plus,620,Full,
Rosewill PHOTON-1200,,ATX,gold,1200,Full,
Antec High Current Gamer Extreme,,ATX,gold,1000,Full,
SeaSonic SS-300TFX Bronze,62.9,TFX,bronze,300,false,
FSP Group Hydro PTM PRO,,ATX,platinum,1200,Full,Black
Thermaltake Toughpower iRGB PLUS 1000 Platinum,,ATX,platinum,1000,Full,Black
Corsair TX750 V2,384.92,ATX,bronze,750,false,
Thermaltake Toughpower iRGB PLUS 750,219.99,ATX,gold,750,Full,Black
Corsair VX550,197.72,ATX,plus,550,false,
Phanteks AMP,,ATX,gold,850,Full,Black
GAMDIAS KRATOS P1 G,,ATX,gold,650,false,Black
Cooler Master MWE White V2 230V,,ATX,plus,400,false,Black
Antec CSK,,ATX,bronze,450,false,Black / Yellow
FSP Group HEXA 85+,,ATX,bronze,550,false,Black
Segotep GM,,ATX,gold,750,Full,White
Antec Earthwatts,,ATX,bronze,650,false,
Thermaltake TR2,,ATX,bronze,500,false,
FSP Group Hyper M85+,125,ATX,bronze,650,Semi,Black
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,850,Full,White
Thermaltake Toughpower GF1 - TT Premium,,ATX,gold,1000,Full,Black
Fractal Design Anode Bronze,,ATX,bronze,550,Semi,Black
Xilence XP1250MR9,563,ATX,gold,1250,Full,Black / Red
BitFenix Formula Gold 650,,ATX,gold,650,false,
Thermaltake Toughpower Grand RGB 750 SE,,ATX,gold,750,Full,Black
"FSP Group Hydro Ti PRO,Gen 5",,ATX,titanium,850,Full,Black
Zalman ZM500-RS,,ATX,plus,500,false,
Thermaltake Smart RGB 230V,,ATX,plus,700,false,Black
Silverstone Strider,,ATX,gold,750,Full,
Silverstone NJ450-SXL,,SFX,platinum,450,Full,Black / Blue
Silverstone Essential,,ATX,bronze,750,false,Black
MSI MAG A650BN EVA e-PROJECT,,ATX,bronze,650,false,Black / Purple
XFX PRO Black Edition,,ATX,gold,850,Full,
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1200,Full,
Cooler Master XG650,,ATX,platinum,650,Full,Black
Phanteks AMP,,ATX,gold,750,Full,Black
Thermaltake German,114,ATX,plus,630,false,
FSP Group Dagger Pro,,SFX,gold,550,Full,Black
Cooler Master V550,,ATX,gold,550,Full,
EVGA 510 BP,,ATX,bronze,510,false,Black
Corsair Vengeance 400,,ATX,bronze,400,false,
Thermaltake Toughpower iRGB PLUS 1200 Platinum,,ATX,platinum,1200,Full,Black
Antec NeoECO 650 Gold,,ATX,gold,650,Semi,Black
Antec High Current Gamer Gold,,ATX,gold,1000,Full,Black
Corsair AX1500i 240V,,ATX,titanium,1500,Full,
NZXT E500,,ATX,gold,500,Full,Black
In Win P65,124,ATX,gold,650,Full,Black
Deepcool PM500D,,ATX,gold,500,false,Black
Apevia ATX-JP1000W,,ATX,bronze,1000,false,
BitFenix Formula Gold 750,,ATX,gold,750,false,
Silverstone Strider Platinum,149.99,ATX,platinum,750,Full,
Deepcool DQ750ST,,ATX,gold,750,false,
Thermaltake Toughpower Grand RGB 850 SE,,ATX,gold,850,Full,Black
Cooler Master Silent Pro Gold,,ATX,gold,1000,Semi,
Cooler Master MWE White V2 230V,,ATX,plus,450,false,Black
SeaSonic FOCUS SGX,,SFX,gold,450,Full,Black
Cooler Master 500W MasterWatt Lite 230V,,ATX,plus,500,false,
be quiet! STRAIGHT POWER E9 | 580W CM,,ATX,gold,580,Semi,
PC Power & Cooling PM0600,98.79,ATX,bronze,600,Semi,Black / Red
SeaSonic FOCUS Gold,,ATX,gold,450,Semi,
Antec VP,,ATX,,450,false,
Thermaltake TR2,,ATX,,430,false,
SeaSonic Snow Silent 1050,,ATX,platinum,1050,Full,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
Montech GAMMA II,,ATX,gold,750,false,Black
Thermaltake Smart,,ATX,bronze,850,Semi,
Silverstone Strider Titanium,,ATX,titanium,800,Full,
Thermaltake Hamburg,123,ATX,plus,530,false,Black
Silverstone Strider Plus,,ATX,bronze,500,Full,
Cooler Master G550M,,ATX,bronze,550,Semi,
FSP Group FSP450-60GHS(85)-R,,SFX,bronze,450,false,
SeaSonic PRIME Ultra Gold 750,156.76,ATX,gold,750,Full,Black
SeaSonic VERTEX PX-750,219.99,ATX,platinum,750,Full,Black / Silver
Silverstone Strider Titanium,,ATX,titanium,1500,Full,Black / Blue
BitFenix Whisper M,,ATX,gold,450,Full,
EVGA 450 B1,,ATX,bronze,450,false,
Thermaltake Smart BM2,,ATX,bronze,450,Semi,Black
OCZ ModXStream Pro,,ATX,plus,600,Semi,
Cooler Master MWE Gold 550,,ATX,gold,550,false,Black
SeaSonic PRIME Titanium,,ATX,titanium,750,Full,
Corsair AX760i,,ATX,platinum,760,Full,
Cooler Master V550 Gold V2,,ATX,gold,550,Full,Black
SHARKOON SilentStorm,112.77,SFX,bronze,450,false,Black
PC Power & Cooling Silencer,,ATX,platinum,1050,Full,
Asus Prime AP-750G,,ATX,gold,750,Full,White / Black
Silverstone SFX,,SFX,gold,450,Full,
Cougar COUGAR-GX1050,,ATX,gold,1050,Semi,
GAMDIAS KRATOS P1 G,,ATX,gold,750,Semi,Black
Antec Earthwatts Green,,ATX,bronze,380,false,
OCZ ModXStream Pro,,ATX,plus,700,Semi,
SeaSonic X,,ATX,gold,400,Full,
SilentiumPC Vero M2,,ATX,bronze,600,false,Black
Cooler Master MWE GOLD 850 V2,,ATX,gold,850,false,Black
Thermaltake TR2,,ATX,bronze,600,false,
Super Flower Golden Green HX,,ATX,gold,350,false,
LC-Power LC6560GP3 V2.3 230V,404,ATX,silver,560,false,Black
BitFenix Whisper M,,ATX,gold,850,Full,
Silverstone Essential,89.98,ATX,gold,550,Semi,Black
Silverstone Essential,97.4,ATX,gold,750,Semi,Black / Blue
EVGA SuperNOVA 850 GA,350,ATX,gold,850,Full,
Rosewill Glacier 500M,,ATX,bronze,500,Semi,
Thermaltake Smart,,ATX,bronze,550,false,
be quiet! Pure Power 11 CM,,ATX,gold,400,Semi,Black
FSP Group CANNON PRO (230V),,ATX,gold,2000,Full,Black
Cooler Master GX,,ATX,bronze,750,false,
Silverstone SFX,,SFX,bronze,450,false,
Raidmax XT,,ATX,,500,false,
GameMax GM,,ATX,gold,2000,false,Black
In Win Classic,,ATX,platinum,900,Full,
KOLINK KL-SFX250,,SFX,bronze,250,false,Black / Green
SilentiumPC Supremo FM2,,ATX,gold,650,Full,Black
Silverstone Strider,,ATX,plus,700,false,
SHARKOON WPM Bronze,,ATX,bronze,500,Semi,
Cooler Master MWE Gold 650,,ATX,gold,650,false,Black
Silverstone Essential,,ATX,bronze,650,false,Black
NZXT E650,,ATX,gold,650,Full,Black
Deepcool GamerStorm DQ-M,,ATX,gold,850,Full,Black / Silver
be quiet! Straight Power 10 CM,,ATX,gold,800,Semi,
EVGA 500 BT,,ATX,bronze,500,false,Black
Thermaltake TOUGHPOWER PF1 ARGB,,ATX,platinum,1050,Full,
XFX TS,133.16,ATX,gold,550,false,
LC-Power LC6350 V2.3,,ATX,bronze,350,false,Black
Thermaltake Smart BX1 RGB 750,,ATX,bronze,750,false,Black
Thermaltake TR2,,ATX,plus,800,false,
FSP Group Hydro G,,ATX,gold,750,Full,
Cooler Master MWE Gold 750,,ATX,gold,750,false,Black
In Win PB,150,ATX,gold,750,Full,
Aerocool P7 Platinum,,ATX,platinum,850,Full,Black
EVGA SuperNOVA 1000 G1,,ATX,gold,1000,Full,
be quiet! Pure Power L8,,ATX,bronze,500,false,
be quiet! Pure Power L8,,ATX,bronze,630,Semi,Black / Orange
Rosewill PHOTON-550,,ATX,gold,550,Full,
be quiet! Straight Power 10 CM,,ATX,gold,700,Semi,
SeaSonic 850FX WHITE,,ATX,gold,850,Full,White
Xilence Performance A+ III,,ATX,bronze,550,false,Black / Red
Cougar VTE X2,,ATX,plus,650,false,Black
SeaSonic Platinum,,ATX,platinum,660,Full,
Apevia ATX-JV650W,,ATX,,650,false,
SeaSonic SSP-300ST,,ATX,bronze,300,false,
Antec NeoECO 750 Gold,,ATX,gold,750,Semi,Black
Thermaltake Toughpower GX1 RGB,,ATX,gold,600,false,Black
Segotep CP-PSU-ST-P750F,,ATX,gold,750,Full,Black
FSP Group HEXA 85+,,ATX,bronze,850,false,Black
FSP Group Raider 550,,ATX,bronze,550,false,
Antec HCG-750 Bronze,,ATX,bronze,750,false,
be quiet! STRAIGHT POWER E9 680W / CM,,ATX,gold,680,Semi,
Deepcool DA600-M,,ATX,bronze,600,Full,Black
Enermax Platimax D.F.,199.99,ATX,platinum,1050,Full,Black
Cougar GX-S,,ATX,gold,550,false,
Enermax MaxTytan,369.99,ATX,titanium,1050,Full,
Antec Earthwatts Green,108.11,ATX,plus,500,false,
be quiet! Dark Power Pro 11,,ATX,platinum,1200,Semi,
Cougar VTE X2,,ATX,plus,750,false,Black
Thermaltake Smart,,ATX,plus,730,false,
Cooler Master MasterWatt Maker 1500 (no Bluetooth),,ATX,titanium,1500,Full,
Corsair HX650,,ATX,gold,650,Semi,
SeaSonic X,,ATX,gold,650,Full,
Rosewill Capstone,,ATX,gold,650,Semi,
Gigabyte GreenMax Plus,,ATX,bronze,550,false,
Cooler Master Silent Pro M2,,ATX,bronze,720,Semi,
Corsair TX650 V2,,ATX,bronze,650,false,
SHARKOON WPM Bronze,,ATX,bronze,700,Semi,
Rosewill PHOTON-850,,ATX,gold,850,Full,
be quiet! System Power 10 U,,ATX,bronze,550,false,Black
Rosewill ARC 750,,ATX,bronze,750,false,
SeaSonic PRIME Gold,,ATX,gold,1000,Full,
Athena Power AP-MFATX50P8,166.31,Flex ATX,silver,500,false,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,1050,Full,Black
Xilence XP700R6,,ATX,,700,false,Black / Red
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,750,Full,Black
Thermaltake Toughpower PF1 - TT Premium Edition,295.3,ATX,platinum,1050,Full,Black
Corsair AX650,250,ATX,gold,650,Full,
Apevia ATX-AQ700W-BK,,ATX,,700,false,
GameMax GP,,ATX,bronze,400,false,Black
Silverstone VIVA,,ATX,gold,650,false,Black
FSP Group FSP220-60LE(80),,Mini ITX,plus,220,false,
FSP Group Everest 85PLUS 800,,ATX,bronze,800,Full,
Cooler Master XG750,,ATX,platinum,750,Full,Black
EVGA 750 B3,,ATX,bronze,850,Full,
be quiet! Pure Power L8,,ATX,bronze,350,false,
EVGA SuperNOVA 1050 GS,,ATX,gold,1050,Full,
Silverstone Nightjar,,ATX,platinum,520,Full,
be quiet! Straight Power 10 CM,,ATX,gold,500,Semi,
Insignia NS-PCW5508,,ATX,bronze,550,false,Black
Super Flower SF-1200F14MP White,,ATX,platinum,1200,Full,
Cooler Master V1000 Platinum,,ATX,platinum,1000,Full,Black
Thermaltake Toughpower GF2 ARGB,131.99,ATX,gold,650,Full,Black
LC-Power LC6 V2.31,,ATX,gold,1000,Full,Black / Gray
Xilence XP850MR9,144.69,ATX,gold,850,Semi,Black / Red
Rosewill Capstone,,ATX,gold,750,false,
BitFenix Whisper M,,ATX,gold,650,Full,
Corsair VS400,371.94,ATX,plus,400,false,
Antec True Power,,ATX,gold,750,false,
Cooler Master Silent Pro Gold,,ATX,gold,1200,Semi,
OCZ StealthXstream II,,ATX,plus,700,false,
SeaSonic M12II,,ATX,bronze,430,false,
be quiet! System Power U9,,ATX,bronze,600,false,Black
be quiet! System Power 8,,ATX,plus,600,false,
Cougar GX,,ATX,gold,800,Full,Black / Gold
be quiet! Pure Power L7,,ATX,plus,530,false,
Thermaltake Smart,196.77,ATX,bronze,750,Semi,
Thermaltake Smart,,ATX,bronze,650,Semi,
Zalman zm-750-XG,,ATX,gold,750,Semi,
be quiet! Dark Power Pro 11,,ATX,platinum,1000,Semi,
Phanteks AMP,,ATX,gold,1000,Full,Black
SeaSonic PRIME Titanium,,ATX,titanium,850,Full,
ARESGAME AGS,,ATX,gold,850,Semi,Black / Red
Fractal Design Integra M,,ATX,bronze,550,Semi,
XFX XTR,,ATX,gold,750,Full,
Asus Prime AP-850G,,ATX,gold,850,Full,White / Black
ADATA XPG KYBER,,ATX,gold,750,false,Black
Super Flower SF-1200F14MP Black,,ATX,platinum,1200,Full,
ADATA XPG KYBER,,ATX,gold,850,false,Black
Super Flower Leadex V Pro,,ATX,platinum,1000,Full,Black
Fractal Design Ion+ 2 Platinum,,ATX,platinum,560,Full,Black
Corsair G700,323.93,ATX,plus,700,false,
Corsair CX-500 V3,,ATX,bronze,500,false,
SeaSonic PRIME SNOWSILENT,,ATX,platinum,650,Full,White
Silverstone Strider,,ATX,bronze,500,false,
Thermaltake Toughpower iRGB PLUS 1000,,ATX,gold,1000,Full,Black
SeaSonic FOCUS SPX (2021),,SFX,platinum,650,Full,Black
Antec True Power,,ATX,bronze,650,Full,
Cooler Master Silent Pro M,,ATX,bronze,850,Semi,
Cooler Master i500,,ATX,bronze,500,false,
GAMDIAS ASTRAPE M1 B,,ATX,bronze,750,false,Black / Multicolor
Thermaltake TR2 RX,,ATX,bronze,850,Semi,
EVGA 700 GQ,,ATX,gold,700,Semi,Black
be quiet! Pure Power 9,,ATX,silver,500,Semi,
SeaSonic G,,ATX,gold,360,false,
Antec VP,,ATX,,350,false,
Raidmax Thunder RGB,,ATX,bronze,735,Semi,Black
EVGA SuperNOVA 1000 PS,,ATX,platinum,1000,Full,
Rosewill ARC 450,,ATX,bronze,450,false,
FSP Group Hyper M85+,,ATX,bronze,550,Semi,Black
LC-Power LC8550 V2.31 Prophet,,ATX,bronze,550,Semi,Black / Blue
Silverstone Strider,,ATX,gold,700,false,
Super Flower Leadex Gold,299.99,ATX,gold,1300,Full,
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,
EVGA 710 BP,,ATX,bronze,710,false,Black
be quiet! Power Zone 750W,,ATX,bronze,750,Full,
Nfortec Sagitta RGB,,ATX,gold,650,Full,Black
be quiet! Pure Power 10 CM,,ATX,silver,400,Semi,
Thermaltake Toughpower iRGB PLUS 850,,ATX,gold,850,Full,Black
Thermaltake Toughpower Grand RGB 650 SE,,ATX,gold,650,Full,Black
Apevia ATX-WA900W,,ATX,,900,false,
be quiet! System Power 8,,ATX,plus,500,false,
FSP Group AURUM S 600W,,ATX,gold,600,false,
Antec High Current Gamer,,ATX,bronze,520,Semi,
Cooler Master MasterWatt Lite 600W Full Range,,ATX,plus,600,false,
Silverstone Strider Titanium,,ATX,titanium,600,Full,
Raidmax RX-735AP,,ATX,bronze,735,Semi,
