name,style,switches,backlit,tenkeyless,connection_type,color
KeyTronic DESIGNER-P2,0,,,FALSE,Wired,Black
KeyTronic TRACKBALL-U2,0,,,FALSE,Wired,Black
Targus Corporate Keyboard,0,,,FALSE,Wired,Black
Cherry G80-11900LUMEU-0,146.7,Cherry MX Black,,FALSE,Wired,Gray
Cherry G83-6104,46.96,,,FALSE,Wired,Black
Cherry G86-62401EUADAA,0,,,FALSE,Wired,Black
Cherry G84-5200LCMEU-2,0,Cherry ML,,FALSE,Wired,Black
Cherry G80-11900LPMUS-2,0,Cherry MX Black,,FALSE,Wired,Black
Microsoft CSD-00001,0,,,FALSE,Wireless,Black
Logitech Wireless Combo MK260,0,,,FALSE,Wireless,Black
SolidTek KBP-3100BU,41.55,,,FALSE,Wired,Black
Razer BlackWidow Ultimate Mass Effect 3 Edition,0,Cherry MX Blue,Red,FALSE,Wired,Black
Lenovo Keyboard,65,,,FALSE,Wired,Black
HP C4739-60113,0,,,FALSE,Wired,White
Dell 0DJ415,0,,,FALSE,Wired,Black
Mionix Zibal 60,0,Cherry MX Black,Green,FALSE,Wired,Black
A4Tech KL-8MUU,0,,,FALSE,Wired,Gray / Black
Cooler Master Storm QuickFire Rapid,0,Cherry MX Red,,TRUE,Wired,Black
Key Ovation Keyboard,110.99,,,FALSE,Wired,Black
Raptor Gaming LK1,0,,,FALSE,Wired,Black / Red
Chester Creek Technologies CCT KinderBoard,90,,,FALSE,Wired,Gray
Fellowes 98915,44.88,,,FALSE,Wired,Black
Kensington K64370,0,,,FALSE,Wired,Black
Genius 31300710101,0,,,FALSE,Wired,Black
SolidTek Keyboard,94,,,FALSE,Wired,Black
SIIG USB Compact Low Profile Multimedia Keyboard,0,,,FALSE,Wired,Black
Filco Majestouch-2,0,Cherry MX Brown,,TRUE,Wired,Black
Happy Hacking Professional 2 Type S (Non-Printed),0,Topre 45g Silent,,TRUE,Wired,White
Corsair Vengeance K95,0,Cherry MX Red,Blue,FALSE,Wired,Black
Ducky DK9008G2-BEPTW,0,Cherry MX Brown,,FALSE,Wired,White
Ducky DK9008S-AEALR,0,Cherry MX Black,Red,FALSE,Wired,Black
Ducky DK9008 Shine II,0,Cherry MX Red,White,FALSE,Wired,Pink / White
Cooler Master Quick Fire Stealth,0,Cherry MX Blue,,TRUE,Wired,Black
A4Tech My Kids,0,,,FALSE,Wired,Pink
Mad Catz S.T.R.I.K.E. 7,0,,Multicolor,FALSE,Wired,Black / Silver
Gear Head Windows Media Pro II USB Keyboard,0,,,FALSE,Wired,Black
HP QY449AT#ABA,0,,,FALSE,Wireless,Black
Ducky DK9008G2PRO-BUSPHH,0,Cherry MX Brown,,FALSE,Wired,Gray / Black
Corsair Raptor K50,0,,RGB,FALSE,Wired,Black
Razer Blackwidow,0,Cherry MX Blue,,FALSE,Wired,Black
Kensington Advance Fit Full-Size Slim Keyboard,32.49,,,FALSE,Wired,Black
SolidTek KB-260-BU-SP,0,,,FALSE,Wired,Black
Ducky DK9008G2PRO-CUSPHS,0,Cherry MX Blue,,FALSE,Wired,Black / Blue
Adesso Waterproof Flex Keyboard,17.98,,,FALSE,Wired,Black
Gigabyte GK-KM3100,0,,,FALSE,Wired,Black
Vortex POKER,0,Cherry MX Red,,TRUE,Wired,Black
Belkin Universal Wireless Keyboard with iPad Shortcut Keys,0,,,TRUE,Bluetooth Wireless,Black
Das Keyboard Das Keyboard Professional Keyboard with Quiet K,0,Cherry MX Red,,FALSE,Wired,Black
Cooler Master CM Storm QuickFire XT,0,Cherry MX Green,,FALSE,Wired,Black
Genius K7,0,,Blue,FALSE,Wired,Black
Ducky DK9008 Shine 3 Green LED Backlit (Red Cherry MX),0,Cherry MX Red,Green,FALSE,Wired,Black
Ducky DK9008 Shine 3 Magenta LED Backlit (Red Cherry MX),0,Cherry MX Red,Purple,FALSE,Wired,Black
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Black Cherry M,0,Cherry MX Black,Purple,TRUE,Wired,Black
Ducky DK9087 Shine 3 TKL White LED Backlit (Red Cherry MX),0,Cherry MX Red,White,TRUE,Wired,Black
Gigabyte GK-FORCE K7,0,,Multicolor,FALSE,Wired,Black
iOne Xarmor U9W,0,Cherry MX Brown,,FALSE,Wireless,Black
Keycool White Version 84,0,Cherry MX Black,Red,TRUE,Wired,White
Keycool White Version 87,0,Cherry MX Blue,Blue,TRUE,Wired,White
Keycool 84,0,Cherry MX Brown,Red,TRUE,Wired,Black
Thermaltake MEKA G-Unit Battle Edition,0,Cherry MX Black,,FALSE,Wired,Green / Black
Corsair Vengeance K70,0,Cherry MX Blue,,FALSE,Wired,Black
matias Tactile Pro for Mac,124.88,ALPS Clicky Simplified White,,FALSE,Wired,White
Genius K9,0,,RGB,FALSE,Wired,Blue
Keycool KC84BLUE-G,0,Cherry MX Blue,Multicolor,TRUE,Wired,Black
Mad Catz S.T.R.I.K.E. 3 Black,0,,,FALSE,Wired,Black
Perixx PERIBOARD-804i,0,,,TRUE,Bluetooth Wireless,White / Silver
Zalman ZM-K500,0,Kailh Red,,TRUE,Wired,Black / Red
Cobra E-Blue Mazer,0,Cherry MX Blue,Blue,FALSE,Wired,Black / Blue
Genius SlimStar T8020 Wireless Multi-TouchPad,0,,,FALSE,Wireless,Black
HP PS/2 Keyboard (QY774AA),0,,,FALSE,Wired,Black
Logitech 920-000021,0,,,FALSE,Wired,Black
Perixx PERIBOARD-208B,0,,,FALSE,Wired,Black
Cooler Master CM Storm Devastator Gaming Bundle,0,,Blue,FALSE,Wired,Black
ROCCAT Ryos MK Pro,0,Cherry MX Red,Blue,FALSE,Wired,Black
Rosewill Apollo RK-9100xR,0,Cherry MX Blue,Red,FALSE,Wired,Black
AZIO KB506,0,,Multicolor,FALSE,Wired,Black
HP USB Smart Card CCID Keyboard,0,,,FALSE,Wired,Black / Silver
Logitech K810,0,,White,TRUE,Bluetooth Wireless,Black
Cooler Master QuickFire Rapid-i,0,Cherry MX Brown,White,TRUE,Wired,Black / White
Corsair Vengeance K70,0,Cherry MX Blue,Red,FALSE,Wired,Black
Topre Realforce 87U,0,Topre 55g,Blue,TRUE,Wired,White / Gray
Topre Realforce 104UB,0,Topre Variable,,FALSE,Wired,Black
Rosewill Apollo RK-9100xBRE,0,Cherry MX Red,Blue,FALSE,Wired,Black
Belkin Compact Keyboard K100,0,,,FALSE,Wired,Black
Razer Deathstalker Expert,0,,Green,FALSE,Wired,Black
Cooler Master OCTANE,0,,Multicolor,FALSE,Wired,Black
ROCCAT Ryos TKL Pro,0,Cherry MX Blue,Blue,TRUE,Wired,Black
Zowie CELERITAS,0,Cherry MX Brown,,FALSE,Wired,Black
Corsair K70 RGB UK,0,Cherry MX Red,RGB,FALSE,Wired,Black
Corsair K95 RGB UK,0,Cherry MX Black,RGB,FALSE,Wired,Black
Thermaltake Commander,0,,Blue,FALSE,Wired,Black / Silver
Asus STRIX TACTIC PRO,0,Cherry MX Brown,Orange,FALSE,Wired,Black
Cougar 600K,0,Cherry MX Black,White,FALSE,Wired,Black / Silver
Cougar 700K,0,Cherry MX Brown,Red,FALSE,Wired,Black / Silver
Gigabyte FORCE K7 Wireless,0,,,FALSE,Wireless,Black
Lenovo Preferred Pro USB Keyboard,86,,,FALSE,Wired,Black
Rosewill Apollo RK-9100xBBL,0,Cherry MX Black,Blue,FALSE,Wired,Black
Rosewill RK-8300,0,,,FALSE,Wired,Black
Rosewill RK-9000V2,0,Cherry MX Blue,,FALSE,Wired,Black
KeyTronic MK320,0,,,FALSE,Wireless,Black
Ducky Mini,0,Cherry MX Brown,Red / Blue,TRUE,Wired,Black / Silver
Gear Head KB5500M,0,Kailh Red,,TRUE,Wired,Black
Rosewill RK-9000V2 BL,0,Cherry MX Black,,FALSE,Wired,Black
Rosewill RK-9000V2 RE,0,Cherry MX Red,,FALSE,Wired,Black
Cherry JD-0700EU-2,0,,,FALSE,Wireless,Black
Cherry G80-3930 MX 6.0,0,Cherry MX Red,Red / Blue,FALSE,Wired,Black / Silver
Cougar 600K,115.24,Cherry MX Blue,Orange,FALSE,Wired,Black / Silver
Microsoft Wired Desktop 400 UK,0,,,FALSE,Wired,Black
AZIO HUE,0,,,FALSE,Wireless,Blue / White
Cougar 600K,0,Cherry MX Red,Orange,FALSE,Wired,Black
BlueFinger CM200,0,,Multicolor,FALSE,Wired,Black
IOGEAR GE1337PKIT,0,,,FALSE,Wireless,Black
G.Skill RIPJAWS KM780 RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Ducky ONE,0,Cherry MX Brown,Blue,FALSE,Wired,Black
SMK-Link VP3810,0,,,FALSE,Wired,Black
Corsair STRAFE RGB,0,Cherry MX Blue,RGB,FALSE,Wired,Black
Microsoft B2M-00014,0,,,FALSE,Wired,Black / Silver
SteelSeries SteelSeries Apex 300 Keyboard,0,,White,FALSE,Wired,Black
G.Skill RIPJAWS KM780R RGB,0,Cherry MX Red,RGB,FALSE,Wired,Black
G.Skill RIPJAWS KM780R,0,Cherry MX Brown,Red,FALSE,Wired,Black
G.Skill RIPJAWS KM780R,0,Cherry MX Red,Red,FALSE,Wired,Black
Cooler Master Devastator II,0,,Blue,FALSE,Wired,Black
Cooler Master Devastator II,0,,Red,FALSE,Wired,Black
Razer BlackWidow X Ultimate,0,Razer Green,Green,FALSE,Wired,Black
Razer Turret Lapboard,0,,,TRUE,Wireless,Black / Green
Cooler Master MasterKeys Pro S,0,Cherry MX Red,RGB,TRUE,Wired,Black
Logitech G11,0,,Blue,FALSE,Wired,Black / Silver
Glorious Glorious Gaming,0,Gateron Brown,Red,FALSE,Wired,Black
Cooler Master Lite L,0,,RGB,FALSE,Wired,Black
G.Skill Ripjaws KM570,0,Cherry MX Red,Red,FALSE,Wired,Black
FNATIC Rush Pro Gaming,0,Cherry MX Brown,Red,FALSE,Wired,Black
Filco Ninja Majestouch-2 TKL,0,Cherry MX Brown,,TRUE,Wired,Black
SHARKOON Skiller Pro Plus,0,,Multicolor,FALSE,Wired,Black
ROCCAT Skeltr,0,,RGB,FALSE,Wired,Black
NOX Krom Khalon,0,,RGB,FALSE,Wired,Black
NOX Krom Kombat,0,,Orange,FALSE,Wired,Black
Creative Labs Vanguard K08,0,PRES,RGB,FALSE,Wired,Black
Dell U473D,0,,,FALSE,Wired,Black
Redragon K561 VISNU,0,Outemu Blue,RGB,TRUE,Wired,Black
Thermaltake Poseidon Z Plus,104.98,Kailh Blue,Blue,FALSE,Wired,Black
ROCCAT RYOS MK FX,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Cooler Master MasterSet MS120 (IT),0,,RGB,FALSE,Wired,Black
Cooler Master MasterKeys L (MX Brown),0,Cherry MX Brown,,FALSE,Wired,Black
Cooler Master MasterKeys L,0,Cherry MX Blue,,FALSE,Wired,Black
Cougar ATTACK X3 (MX Red),0,Cherry MX Red,RGB,FALSE,Wired,Black / White
Cooler Master MasterKeys Pro S White (MX Speed Silver),0,Cherry MX Speed Silver,White,TRUE,Wired,Black
Asus ROG Horus GK2000 RGB UK,0,Cherry MX Red,RGB,FALSE,Wired,
HP HyperX Alloy Elite RGB,0,Cherry MX Blue,RGB,FALSE,Wired,Black
Logitech G513 Silver,0,Romer-G Tactile,RGB,FALSE,Wired,Silver / Black
HAVIT HV-KB390L,0,Kailh Blue,Blue,TRUE,Wired,Black
Ducky Rainbow One White,0,Cherry MX White,,TRUE,Wired,White
Happy Hacking Professional,0,Topre 45g,,TRUE,Bluetooth Wireless,Black
Ducky One 2 RGB,0,Cherry MX Silent,RGB,FALSE,Wired,Black
Ducky One 2 RGB,0,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
Ducky One 2 RGB,0,Cherry MX Blue,RGB,FALSE,Wired,Black
Ducky One 2 RGB,0,Cherry MX Black,RGB,FALSE,Wired,Black
SteelSeries Apex 150,0,,,FALSE,Wired,Black
Rosewill NEON K75 RGB BR,0,Kailh Brown,RGB,FALSE,Wired,Black
Velocifire TKL02WS,0,Outemu Brown,White,TRUE,Wireless,Black
Cooler Master CK530,0,Gateron Red,RGB,TRUE,Wired,
Cooler Master CK530,0,Gateron Blue,RGB,TRUE,Wired,Black
AUKEY KM-G9,0,Outemu Blue,,TRUE,Wired,Black
Corsair K70 LUX (MX Blue),0,Cherry MX Blue,Red,FALSE,Wired,Black
Drevo BladeMaster TE RGB,0,Gateron Brown,RGB,TRUE,Wired,Black
Rosewill NEON K90 RGB BR,0,Kailh Brown,RGB,FALSE,Wired,Black
Drevo BladeMaster PRO,0,Cherry MX Silent Red,RGB,TRUE,Wireless,Gray
Drevo BladeMaster PRO,0,Cherry MX Red,RGB,TRUE,Wireless,Gray
GameMax Click,0,,Multicolor,FALSE,Wired,Black
Adesso WKB-1150CB,67,,,TRUE,Wireless,Black
Adesso WKB-4110UB,51.79,,,TRUE,Wireless,Black
Adesso AKB-425UB,54,,,FALSE,Wired,Black
iKBC CD108,0,Cherry MX Clear,,FALSE,Wired,Black
Trust GXT 285,0,,Multicolor,FALSE,Wired,Black / Red
Aula Dzi SI-862,0,,Multicolor,FALSE,Wired,Black
Evoluent EKB,49.95,,,TRUE,Wired,Black
IOGEAR Kaliber Gaming HVER PRO RGB,0,Kailh Brown,Multicolor,FALSE,Wired,Black
IOGEAR GKM562R,0,,,TRUE,Wireless,Black
Kensington K75231US,29.99,,,FALSE,Wireless,Black
Mionix Zibal 60,0,Cherry MX Black,,FALSE,Wired,Black
Inland 70140,0,,,FALSE,Wired,Black
HP Link-5,0,,,FALSE,Wireless,Black
Targus AKB30US,22.95,,,FALSE,Wired,Black
ROCCAT Vulcan 100 AIMO,0,Roccat Titan Brown,RGB,FALSE,Wired,Black
ROCCAT Horde,213.82,,Blue,FALSE,Wired,Black
FNATIC Streak RGB,0,Cherry MX Red,RGB,FALSE,Wired,Black
FNATIC Streak RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Logitech MK520,0,,,FALSE,Wireless,Black
Hcman Hcman H02,0,CK Blue,Multicolor,TRUE,Wired,Black
DROP CTRL,0,Kailh BOX White,RGB,TRUE,Wired,Silver / Black
EagleTec KG011-RGB,0,Outemu Blue,RGB,FALSE,Wired,Silver / White
Kensington Pro Fit Ergo Bundle,74,,,FALSE,Wireless,Gray
Ducky Shine 7 Blackout RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Ducky Shine 7 Blackout RGB,0,Cherry MX Blue,RGB,FALSE,Wired,Black
Ducky Shine 7 Blackout RGB,0,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
ROCCAT Suora,91.59,TTC Brown,Blue,FALSE,Wired,Black
Mistel BAROCCO MD770,159.99,Cherry MX Blue,RGB,TRUE,Wired,Black
matias FK318PCLBB,95,,Multicolor,FALSE,Wired,Black
matias FK318PCLBB,0,,Multicolor,FALSE,Wired,Black
Ducky Mecha Mini v2,0,Cherry MX Blue,RGB,TRUE,Wired,Black
Tempest K10,0,Outemu Red,RGB,FALSE,Wired,Black
Wooting Wooting Two,0,Flaretech Black,RGB,FALSE,Wired,Black
Wooting Wooting Two,0,Flaretech Red,RGB,FALSE,Wired,Black
Cooler Master SK650 White Limited Edition,0,Cherry MX RGB Low Profile,RGB,FALSE,Wired,Silver / White
Corsair K65 RGB MINI HINT OF MINT,0,Cherry MX Speed Silver,RGB,TRUE,Wired,Green / White
Varmilo Miya68-C Panda R2,0,EC Jasmine V2,White,TRUE,Wired,Black / White
Varmilo Miya68-C Panda R2,0,EC Rose V2,White,TRUE,Wired,Black / White
Razer Pro Type Ultra - ES,0,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
Razer Pro Type Ultra - NO,0,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
Keychron K5 SE,0,Keychron Optical Banana Low Profile,White,FALSE,"Wired, Bluetooth Wireless",Black / Gray
Kinesis Gaming Freestyle Pro,169,Cherry MX Brown,,TRUE,Wired,Black
Keychron V6 QMK,0,Keychron K Pro Brown,,FALSE,"Wired, Wired",Translucent Black
Keychron V6 QMK,0,Keychron K Pro Brown,,FALSE,"Wired, Wired",Black
Keychron V6 QMK Knob,0,Keychron K Pro Red,,FALSE,"Wired, Wired",Translucent Black
Keychron V6 QMK Knob,0,Keychron K Pro Blue,,FALSE,"Wired, Wired",Black
DROP MDX-22176-15,200,Kailh Halo True,RGB,TRUE,"Wired, Wired",Gray
Keychron K8,0,Gateron G Pro Blue,White,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,0,Gateron Red Optical Hot-swappable,White,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,0,Keychron Blue Optical Hot-swappable,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,0,Gateron G Pro Red,,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,0,Gateron G Pro Blue Hot-swappable,,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK720 US,99.99,Kailh Box White V2,RGB,TRUE,Wired,Gray / Black
Cooler Master CK720 UK,0,Kailh Box White V2,RGB,TRUE,Wired,Silver / White
Corsair K70 MAX RGB ND,0,Corsair MGX Steel Grey,RGB,FALSE,Wired,Black
Keychron C1 Pro V2,0,Keychron K Pro Brown,White,TRUE,Wired,Black / Gray
Adesso AKB-110B,25.99,,,TRUE,Wired,Black
Logitech K750 Keyboard,54.99,,,FALSE,Wireless,Silver / Black
Nixeus MK-BN15,0,Kailh Brown,,TRUE,Wired,Black / Gray
Verbatim 99788,27.99,,,FALSE,Wireless,Black
HP RC465AA#ABA,49.99,,,FALSE,Wired,Silver / Black
Lenovo 73P2620,0,,,FALSE,Wired,Black
Enermax KB008W-B-US,79,,,FALSE,Wireless,Black
Cherry G84-4100LCMUS-2,71.06,Cherry ML,,FALSE,Wired,Black
Microsoft B2L-00002,226,,,FALSE,Wired,Black
Adesso AKB-131HB,19.98,,,FALSE,Wired,Black
Cherry Compact 11900 Series,139.99,Cherry MX Black,,FALSE,Wired,Black
Cherry Compact 11900 Series,226.99,,,FALSE,Wired,Gray
Microsoft Wedge Mobile Keyboard For Business,249.99,,,TRUE,Bluetooth Wireless,Black
Das Keyboard 4 Professional for Mac,179,Cherry MX Blue,,FALSE,Wired,Black / Red
ROCCAT Skeltr,65,,RGB,FALSE,Wired,Gray
Corsair K70 LUX RGB,0,Cherry MX Silent,RGB,FALSE,Wired,Black
Cooler Master MK730,0,Cherry MX Blue,RGB,TRUE,Wired,Black
Ducky Ducky One 2,0,Cherry MX Blue,Blue,TRUE,Wired,White
Corsair K70 RGB PRO,0,Cherry MX Silent,RGB,FALSE,Wired,Black
Lite-On SK-9020,0,,,FALSE,Wired,Black
SolidTek KB-4200BU,0,,,FALSE,Wired,Black
Microsoft JWD-00046,0,,,FALSE,Wired,Black
SolidTek KB-260ABU,0,,,FALSE,Wired,Black
Lenovo 73P4730,0,,,FALSE,Wired,Black
SIIG JK-US0512-S1,0,,,FALSE,Wired,Black
SolidTek KB-P3100SU,0,,,FALSE,Wired,Silver / Black
SolidTek ACK-540,0,,,FALSE,Wired,Black
Gear Head Keyboard,0,,,FALSE,Wired,Black
SolidTek KB-5010BU,0,,,FALSE,Wired,Black
SolidTek KB-P3100SP,0,,,FALSE,Wired,Silver / Black
Apevia KU-COMBO-GN,0,,,FALSE,Wired,Green / Black
SolidTek KB-595U,0,,,FALSE,Wired,White
HP DT528AT#ABA,0,,,FALSE,Wired,Black / Silver
Kensington Pro Fit,0,,,FALSE,Wired,Black
Lite-On SK2352/B,0,,,FALSE,Wired,Black
Lite-On SK-2355/B,0,,,FALSE,Wired,Black
SolidTek KB-595BU,41.29,,,FALSE,Wired,Black
Apevia KIS-COMBO-SV,0,,,FALSE,Wired,Silver / Black
SolidTek KB-595BP,0,,,FALSE,Wired,Black
SolidTek MINI TRACK BALL,0,,,FALSE,Wired,Black
Lite-On SK-2085,0,,,FALSE,Wired,Black
IOGEAR GKBSR201,39.99,,,FALSE,Wired,Black
IOGEAR GKM513,0,,,FALSE,Wired,Black
Wintec FileMate Imagine K2210,0,,,FALSE,Wired,Blue / White
V7 10PKUSBKB,0,,,FALSE,Wired,Black
V7 KC0B2-6N6,0,,,FALSE,Wired,Black
Wintec FileMate Imagine K2210,0,,,FALSE,Wired,Green / White
Lite-On SK-1688U/B,0,,,FALSE,Wired,Black
HP KF886AT,0,,,FALSE,Wired,Silver / Black
Apevia KI-COMBO-SV,0,,,FALSE,Wired,Black / Silver
Rosewill RK-201,0,,,FALSE,Wired,Black
Lite-On SK-2035/B,0,,,FALSE,Wired,Black
Syba CL-KBD20053,0,,,FALSE,Wired,White
Lite-On SK-1788/BS,0,,,FALSE,Wired,Silver / Black
V7 KC0B1-6N6,0,,,FALSE,Wired,Black
Wintec FileMate Imagine K2210,0,,,FALSE,Wired,Black
Apevia KIS-COMBO-BK,0,,,FALSE,Wired,Black
Lenovo USB Smartcard,29.99,,,FALSE,Wired,Black
HP KF885AT,49.99,,,FALSE,Wired,Silver / Black
Gigabyte GK-K7100,0,,,FALSE,Wired,Black
Rosewill RK-200,0,,,FALSE,Wired,Black
Rosewill RK-800G,0,,,FALSE,Wired,Black
Razer Blackwidow Ultimate Dragon Age II Edition,0,Cherry MX Blue,Red,FALSE,Wired,Black
Microsoft SideWinder X6,0,,Red / Amber,FALSE,Wired,Black
Razer Marauder StarCraft II,0,,,FALSE,Wired,Black
Thermaltake eSPORTS Challenger,0,,,FALSE,Wired,Black
Thermaltake eSPORTS Challenger Pro,0,,Red,FALSE,Wired,Black
Razer Arctosa,0,,,FALSE,Wired,Black
Thermaltake eSPORTS Challenger Ultimate,0,,,FALSE,Wired,Black
Razer Arctosa,0,,,FALSE,Wired,Silver
Thermaltake eSPORTS Meka G1,0,Cherry MX Black,,FALSE,Wired,Black
Razer Lycosa Mirror,0,,Blue,FALSE,Wired,Black
Thermaltake eSPORTS Meka,0,Cherry MX Black,,FALSE,Wired,Black
Gigabyte GK-K8100,0,,,FALSE,Wired,Black
Enermax KB009W-B,0,,,FALSE,Wireless,Black
SolidTek ASK3152(US BLACK),0,,,TRUE,Bluetooth Wireless,Black
Jetway HWKJ01SUSJ,0,,,TRUE,Wireless,Silver / Black
SolidTek KB-4251B,0,,,TRUE,Wireless,Black
Gigabyte KM7600,0,,,FALSE,Wireless,Black
SolidTek KB-3461B,0,,,TRUE,Wireless,Black
Gear Head KB5850W,0,,,FALSE,Wireless,Black
SolidTek KB-3962B-BT,0,,,FALSE,Bluetooth Wireless,Black
SolidTek ask-3952(us)black,0,,,FALSE,Bluetooth Wireless,Black
Logitech K360,0,,,FALSE,Wireless,Black / White
Microsoft CXD-00001,0,,,FALSE,Bluetooth Wireless,Black
SIIG JK-WR0212-S1,0,,,FALSE,Wireless,Black / Gray
IOGEAR GKM561R,0,,,TRUE,Wireless,Black
Microsoft J93-00003,0,,,FALSE,Wired,Black
SolidTek KB-P5000SH,0,,,FALSE,Wired,Black / Silver
SIIG JK-WR0612-S1,0,,,TRUE,Wireless,Black
Apevia KI-COMBO-BK,0,,,FALSE,Wired,Black
SIIG JK-US0212-S1,0,,,FALSE,Wired,Black
Apevia KI-COMBO-BL,0,,,FALSE,Wired,Blue / Black
Kensington 72279,0,,,FALSE,Wireless,Black
Microsoft Arc,0,,,TRUE,Wireless,Black
IOGEAR GKM561RW4,0,,,TRUE,Wireless,Black
Razer TRON,0,,Blue,FALSE,Wired,Black
Gear Head KB3800TPW,0,,,TRUE,Wireless,Black
SIIG JK-WR0312-S1,0,,,TRUE,Wireless,Black
Gear Head KB4950TPW,0,,,TRUE,Wireless,Black
Rosewill RK-V1TP,0,,,FALSE,Wireless,Black
IOGEAR GKM611B,0,,,TRUE,Bluetooth Wireless,Black
Rosewill RKM-1600RF,0,,,FALSE,Wireless,Black
IOGEAR GKM581R,0,,,TRUE,Wireless,Black
Gear Head KB2500U,0,,,FALSE,Wired,Black
SolidTek KB-3910BU,0,,,FALSE,Wired,Black
Rosewill RK-700M,0,,,FALSE,Wired,Black
SolidTek KB-700BU,0,,,FALSE,Wired,Black
SolidTek ACK-540,0,,,FALSE,Wired,White
SolidTek KB-7070BU,0,,,FALSE,Wired,Black
SolidTek KB-3462B-BT,0,,,TRUE,Bluetooth Wireless,Black
Microsoft 3XJ-00001,237.65,,,FALSE,Wired,Black
Microsoft J93-00001,0,,,FALSE,Wired,Black
VisionTek Candyboard,0,,White,TRUE,Wireless,Black
HP BV813AA#ABA,0,,,FALSE,Wired,Silver
Syba CL-KBD50027,0,,,FALSE,Wireless,Black
HP FQ480AA#ABA,0,,,FALSE,Wireless,Black
V7 CK0M1-6N6,0,,,FALSE,Wired,Black
HP FK218AT#ABA,0,,,FALSE,Wired,Black
HP NB896AT,0,,,FALSE,Wireless,Black / Silver
Microsoft YMC-00001,0,,,FALSE,Wireless,Black
Microsoft 2VJ-00001,49,,,FALSE,Wireless,Black
Logitech K250,139.99,,,FALSE,Wireless,Black
Microsoft 6000,0,,,FALSE,Bluetooth Wireless,Black
HP FQ481AA#ABA,0,,,FALSE,Wireless,Black
Gigabyte GK-K6800,0,,,FALSE,Wired,Black
Rosewill RK-7300,0,,,FALSE,Wired,Black
Microsoft E6K-00001,0,,,FALSE,Wireless,Black
nMEDIAPC HTPCKB-B,0,,,TRUE,Wireless,Black
Lite-On SB-9061,0,,,FALSE,Wireless,Black
Acer Iconia Tab,0,,,TRUE,Bluetooth Wireless,Black
Rosewill RK-100,0,,,FALSE,Wired,Black
Lenovo PREFERRED PRO FULL-SIZE,0,,,FALSE,Wired,Black
Rosewill RK-101,0,,,FALSE,Wired,Black
Microsoft 2LF-00001,0,,,FALSE,Wireless,Black
Microsoft J9C-00001,0,,,FALSE,Wireless,Black
HEC 8A81,0,,,FALSE,Wired,Black
Rosewill RK-7310,0,,,FALSE,Wired,Black
Microsoft Wireless Desktop 3000,79.98,,,FALSE,Wireless,Black
Kensington 64390,0,,,FALSE,Wireless,Black / Beige
Gear Head KB5150W,0,,,FALSE,Wireless,Black
Kensington Pro Fit,0,,,FALSE,Wireless,Black
Microsoft 5SH-00001,49.99,,,FALSE,Wireless,Black
Gear Head KB5500W,0,,,FALSE,Wireless,Black
Rosewill RK-9000BR,0,Cherry MX Brown,,FALSE,Wired,Black
Ergoguys Adjustable Keyboard,0,,,FALSE,Wired,Black
Rosewill RK-9000RE,0,Cherry MX Red,,FALSE,Wired,Black
Rosewill RK-9000BL,0,Cherry MX Black,,FALSE,Wired,Black
Microsoft Natural Elite,259.95,,,FALSE,Wired,White
SolidTek KB-3410BU,58.89,,,FALSE,Wired,Black
Adesso AKB-230W,0,,,FALSE,Wired,White
Gear Head KB1700U,0,,,FALSE,Wired,Black
Cherry Ultraslim,0,Cherry ML,,FALSE,Wired,Gray
Gear Head KB3750W,0,,,TRUE,Wireless,Black
Gigabyte Force K3,0,,,FALSE,Wired,Black
Gear Head KBL5925W,0,,,FALSE,Wireless,Black
SIIG JK-US0412-S1,0,,,FALSE,Wired,Black
Lenovo 57Y6336,0,,,FALSE,Wireless,Black
Saitek Cyborg V5,0,,Red,FALSE,Wired,Black
Enermax KB009U-B,0,,,FALSE,Wired,Black
SolidTek KB-730BP,0,,,FALSE,Wired,Black
Logitech K360,0,,,FALSE,Wireless,Black / Gold
Cherry G84-4101PPAUS,162.74,Cherry ML,,FALSE,Wired,Gray
Cherry J82-16001LUNEU-2,0,,,FALSE,Wired,Black
Jetway J05-KB9039ATCB-LF,0,,,FALSE,Wireless,Black
Lite-On SK-2030/B,0,,,FALSE,Wired,Black
Gigabyte GK-KM6150,0,,,FALSE,Wired,Black
KeyTronic K9.3,0,,,FALSE,Wired,Black
Gigabyte GK-KM5200,0,,,FALSE,Wired,Black
